,Algorithm,Benchmark,Objective,Features,Classifier,Rows Used,CL,tot_q,memb_q,rec_q,gen_q,top_lvl_q,qgen_q,tfs_q,tfc_q,avg_q_size,avg_gen_time,avg_t,max_t,ml_t_t,ml_p_t,tot_t,conv
gtsudoku_growacq_obj_class_rel_dim_block_naive_bayes_all.csv,growacq,gtsudoku,obj_class,rel_dim_block,naive_bayes,All 8,846.75,3884.625,3884.625,0,0,3216.5,3216.5,553.875,114.25,23.8437375,0.3488875,0.310925,2.4536,132.7803625,32.1797875,1211.946125,1
gtsudoku_growacq_obj_class_simple_rel_decision_tree_all.csv,growacq,gtsudoku,obj_class,simple_rel,decision_tree,All 8,880,3646.875,3646.875,0,0,1354.75,1354.75,2109.125,183,12.1054875,0.326725,0.1571875,2.1182125,10.1073375,5.4480375,573.203225,1
gtsudoku_growacq_obj_proba_rel_dim_decision_tree_all.csv,growacq,gtsudoku,obj_proba,rel_dim,decision_tree,All 8,880,1651,1651,0,0,1450.625,1450.625,164.75,35.625,16.8216,0.2113125,0.212425,2.29165,47.035975,13.6691125,350.68765,1
gtsudoku_growacq_obj_proba_rel_dim_svm_all.csv,growacq,gtsudoku,obj_proba,rel_dim,svm,All 8,880,1737.625,1737.625,0,0,1397,1397,259.375,81.25,16.1707625,3.3698375,2.8458625,21.49065,4644.166838,15.579875,4951.97145,1
gtsudoku_growacq_obj_proba2_rel_dim_block_svm_all.csv,growacq,gtsudoku,obj_proba2,rel_dim_block,svm,All 8,880,1609.25,1609.25,0,0,1452,1452,110.75,46.5,16.9477,1.3004375,1.2388625,7.676775,1703.419188,12.95595,1993.50715,1
gtsudoku_growacq_obj_proba_rel_dim_block_mlp_all.csv,growacq,gtsudoku,obj_proba,rel_dim_block,mlp,Last 20 of 9,844.5,1591.875,1591.875,0,0,1391.375,1391.375,151.375,49.125,16.9935625,0.5493875,0.5207875,3.9250125,555.7227125,13.3262625,829.023525,1
gtsudoku_growacq_obj_proba2_simple_rel_svm_all.csv,growacq,gtsudoku,obj_proba2,simple_rel,svm,All 8,880.75,5457,5457,0,0,1269.375,1269.375,3178.5,1009.125,12.5762625,8.3020125,2.0662625,54.3718,10269.61733,21.26275,11271.9407,1
gtsudoku_growacq_obj_class_simple_rel_svm_all.csv,growacq,gtsudoku,obj_class,simple_rel,svm,All 8,884.25,4922.375,4922.375,0,0,1206.375,1206.375,3067.375,648.625,12.2368375,7.6451625,2.0037,49.65225,9132.883288,16.1398875,9860.48935,1
gtsudoku_growacq_obj_class_rel_dim_decision_tree_all.csv,growacq,gtsudoku,obj_class,rel_dim,decision_tree,All 8,880,1655.75,1655.75,0,0,1453.625,1453.625,164.375,37.75,16.798775,0.210075,0.2109625,2.2938125,47.1674375,13.7278125,349.2815,1
gtsudoku_growacq_obj_proba_rel_dim_naive_bayes_all.csv,growacq,gtsudoku,obj_proba,rel_dim,naive_bayes,All 8,847.125,2825.75,2825.75,0,0,1612.5,1612.5,847.375,365.875,12.674625,0.2175625,0.16035,2.3937625,33.631725,15.756125,444.3106375,1
gtsudoku_growacq_obj_proba2_rel_dim_naive_bayes_all.csv,growacq,gtsudoku,obj_proba2,rel_dim,naive_bayes,All 8,844,2338.5,2338.5,0,0,1588.625,1588.625,579.375,170.5,14.213225,0.222425,0.187925,2.4198,32.8569875,15.0613125,425.593825,1
gtsudoku_growacq_obj_proba2_simple_rel_naive_bayes_all.csv,growacq,gtsudoku,obj_proba2,simple_rel,naive_bayes,All 8,849.5,3600.375,3600.375,0,0,2848.125,2848.125,619,133.25,21.6303625,0.178375,0.164825,2.2820875,21.937475,8.1741125,593.4553375,1
gtsudoku_growacq_obj_proba_rel_dim_block_naive_bayes_all.csv,growacq,gtsudoku,obj_proba,rel_dim_block,naive_bayes,All 8,849,4067.75,4067.75,0,0,3487.5,3487.5,476.75,103.5,25.7131875,0.3613,0.3310125,2.6053875,147.8776875,36.922325,1351.159313,1
gtsudoku_growacq_obj_proba_rel_dim_random_forest_all.csv,growacq,gtsudoku,obj_proba,rel_dim,random_forest,All 8,880,1643.375,1643.375,0,0,1402.5,1402.5,191.75,49.125,16.7594625,0.64065,0.5920625,3.9812125,675.087725,23.852,972.8320125,1
gtsudoku_growacq_obj_class_simple_rel_random_forest_all.csv,growacq,gtsudoku,obj_class,simple_rel,random_forest,All 8,880,3659.25,3659.25,0,0,1346.75,1346.75,2132.75,179.75,11.9842625,0.548075,0.2419875,2.8943125,333.3141375,15.9468,885.35695,1
gtsudoku_growacq_obj_proba_rel_dim_mlp_all.csv,growacq,gtsudoku,obj_proba,rel_dim,mlp,All 8,844.25,1733.125,1733.125,0,0,1397.25,1397.25,273.25,62.625,16.2118375,1.1027,0.952425,6.3489,1369.549338,10.45315,1646.2933,1
gtsudoku_growacq_obj_proba_rel_dim_block_logistic_regression_all.csv,growacq,gtsudoku,obj_proba,rel_dim_block,logistic_regression,Last 20 of 16,880,1545.25,1545.25,0,0,1418.5,1418.5,84.625,42.125,17.3826625,0.258225,0.2643625,2.52535,137.119275,13.94535,408.4756375,1
gtsudoku_growacq_obj_proba_rel_dim_block_svm_all.csv,growacq,gtsudoku,obj_proba,rel_dim_block,svm,All 8,880,1658,1658,0,0,1500.5,1500.5,104.25,53.25,16.899375,1.448925,1.3785,8.94425,1992.3875,13.710125,2287.363613,1
gtsudoku_growacq_obj_proba2_rel_dim_block_mlp_all.csv,growacq,gtsudoku,obj_proba2,rel_dim_block,mlp,All 8,836.5,1555.625,1555.625,0,0,1396.75,1396.75,118,40.875,17.2364375,0.556275,0.5396875,3.89665,554.1857125,12.9004375,839.5466125,1
gtsudoku_growacq_obj_class_simple_rel_naive_bayes_all.csv,growacq,gtsudoku,obj_class,simple_rel,naive_bayes,All 8,851,3734.375,3734.375,0,0,1219,1219,2330.25,185.125,11.642925,0.317775,0.1385,2.18325,7.7666625,5.30365,517.0931375,1
gtsudoku_growacq_obj_proba_rel_dim_block_decision_tree_all.csv,growacq,gtsudoku,obj_proba,rel_dim_block,decision_tree,All 8,880,1615.625,1615.625,0,0,1451.25,1451.25,129.25,35.125,17.0436375,0.221725,0.22645,2.358275,69.266875,15.5363,365.8586125,1
gtsudoku_growacq_obj_class_rel_dim_naive_bayes_all.csv,growacq,gtsudoku,obj_class,rel_dim,naive_bayes,All 8,844.75,2771.625,2771.625,0,0,1452.625,1452.625,998.875,320.125,12.1247375,0.220975,0.152925,2.4582,29.321175,14.9317875,416.3775625,1
gtsudoku_growacq_obj_proba_simple_rel_naive_bayes_all.csv,growacq,gtsudoku,obj_proba,simple_rel,naive_bayes,All 8,849.25,3606.25,3606.25,0,0,2520,2520,955.125,131.125,23.18635,0.369425,0.2823875,2.265475,17.7155625,8.408625,1018.917912,1
gtsudoku_growacq_obj_class_rel_dim_block_mlp_all.csv,growacq,gtsudoku,obj_class,rel_dim_block,mlp,All 8,841,1613.125,1613.125,0,0,1374.125,1374.125,187.25,51.75,16.7710625,0.5483125,0.5080625,3.7405,545.0022375,12.95905,819.525975,1
gtsudoku_growacq_obj_proba_simple_rel_decision_tree_all.csv,growacq,gtsudoku,obj_proba,simple_rel,decision_tree,All 8,880,3679.75,3679.75,0,0,2934.125,2934.125,607.5,138.125,24.5644,0.351325,0.3032625,2.176,26.6368,8.9879375,1115.832475,1
gtsudoku_growacq_obj_proba_simple_rel_mlp_all.csv,growacq,gtsudoku,obj_proba,simple_rel,mlp,All 8,850.75,3661.25,3661.25,0,0,2563.375,2563.375,959.125,138.75,22.275675,0.5865375,0.438225,3.579575,742.530175,5.918675,1604.178388,1
gtsudoku_growacq_obj_class_rel_dim_svm_all.csv,growacq,gtsudoku,obj_class,rel_dim,svm,All 8,880.375,1809.125,1809.125,0,0,1314.125,1314.125,385.75,109.25,15.687625,3.3087875,2.5186625,22.2059125,4289.588788,14.0084625,4580.601925,1
gtsudoku_growacq_obj_proba2_rel_dim_mlp_all.csv,growacq,gtsudoku,obj_proba2,rel_dim,mlp,All 8,839.25,1720.375,1720.375,0,0,1457.5,1457.5,212.75,50.125,16.5250375,1.1102625,1.002175,6.631125,1426.995413,10.5883375,1722.441313,1
gtsudoku_growacq_obj_proba2_rel_dim_decision_tree_all.csv,growacq,gtsudoku,obj_proba2,rel_dim,decision_tree,All 8,880,1661.25,1661.25,0,0,1455.75,1455.75,167,38.5,16.7715625,0.2121625,0.212775,2.2975875,47.9252875,13.9071625,353.4670125,1
gtsudoku_growacq_obj_proba2_rel_dim_block_decision_tree_all.csv,growacq,gtsudoku,obj_proba2,rel_dim_block,decision_tree,All 8,880,1615.875,1615.875,0,0,1451.125,1451.125,129.375,35.375,17.037075,0.223525,0.2281375,2.3166375,68.9448,15.5603875,368.6573375,1
gtsudoku_growacq_obj_class_rel_dim_block_decision_tree_all.csv,growacq,gtsudoku,obj_class,rel_dim_block,decision_tree,All 8,880,1617.25,1617.25,0,0,1449.75,1449.75,131.75,35.75,17.036375,0.2238375,0.2281125,2.40565,69.2441,15.710325,368.920675,1
gtsudoku_growacq_obj_proba2_rel_dim_block_logistic_regression_all.csv,growacq,gtsudoku,obj_proba2,rel_dim_block,logistic_regression,Last 20 of 16,880,1533,1533,0,0,1413,1413,80.75,39.25,17.45275,0.2823625,0.28775,2.5636375,142.77225,13.7154875,441.097,1
gtsudoku_growacq_obj_proba2_simple_rel_random_forest_all.csv,growacq,gtsudoku,obj_proba2,simple_rel,random_forest,All 8,880,3622.25,3622.25,0,0,2923.75,2923.75,564.75,133.75,22.0569,0.4499375,0.3906875,2.9171625,801.8800375,30.1308875,1415.061463,1
gtsudoku_growacq_obj_class_rel_dim_block_logistic_regression_all.csv,growacq,gtsudoku,obj_class,rel_dim_block,logistic_regression,Last 20 of 16,880,1546.625,1546.625,0,0,1406.875,1406.875,94.25,45.5,17.3612,0.256225,0.2608125,2.5507125,135.9354375,13.821975,403.3831,1
gtsudoku_growacq_obj_proba_simple_rel_svm_all.csv,growacq,gtsudoku,obj_proba,simple_rel,svm,All 8,884.875,5007.5,5007.5,0,0,1257.25,1257.25,2988.625,761.625,12.1848,9.8093125,2.6278875,65.1352125,12360.70458,21.5120125,13146.1672,1
gtsudoku_growacq_obj_class_rel_dim_block_svm_all.csv,growacq,gtsudoku,obj_class,rel_dim_block,svm,All 8,880,1634.875,1634.875,0,0,1477.875,1477.875,106.125,50.875,16.9422875,1.3232,1.260975,7.8923375,1778.748888,12.9641625,2061.503775,1
gtsudoku_growacq_obj_proba_simple_rel_random_forest_all.csv,growacq,gtsudoku,obj_proba,simple_rel,random_forest,All 8,880,3662.5,3662.5,0,0,2932.125,2932.125,593.375,137,24.66405,0.6041125,0.5105875,2.963375,800.8037625,30.772275,1869.976938,1
gtsudoku_growacq_obj_proba2_simple_rel_decision_tree_all.csv,growacq,gtsudoku,obj_proba2,simple_rel,decision_tree,All 8,880,3649.375,3649.375,0,0,2925.375,2925.375,582.875,141.125,21.968375,0.19695,0.18175,2.220425,27.2127125,8.4131375,663.2182,1
gtsudoku_growacq_obj_class_simple_rel_logistic_regression_all.csv,growacq,gtsudoku,obj_class,simple_rel,logistic_regression,Last 20 of 10,859.75,4875.25,4875.25,0,0,1215.875,1215.875,3019,640.375,12.2353875,0.464975,0.16315,2.214525,16.0170375,9.5281,795.57535,1
gtsudoku_growacq_obj_class_rel_dim_block_random_forest_all.csv,growacq,gtsudoku,obj_class,rel_dim_block,random_forest,All 8,880,1589.375,1589.375,0,0,1400.75,1400.75,143.875,44.75,17.0210875,0.6254625,0.5965625,3.9301875,658.153225,25.63835,948.1446,1
gtsudoku_growacq_obj_class_rel_dim_logistic_regression_all.csv,growacq,gtsudoku,obj_class,rel_dim,logistic_regression,Last 20 of 16,883.75,3111.375,3111.375,0,0,1072.75,1072.75,1689.25,349.375,11.302825,0.2855125,0.1427875,2.199675,47.802475,12.7726625,421.272075,1
gtsudoku_growacq_obj_proba2_simple_rel_logistic_regression_all.csv,growacq,gtsudoku,obj_proba2,simple_rel,logistic_regression,Last 20 of 13,871.625,5449.75,5449.75,0,0,1272.5,1272.5,3170.125,1007.125,12.66155,0.6261125,0.1983125,2.164625,16.4148,12.470175,1080.812487,1
gtsudoku_growacq_obj_proba2_rel_dim_block_random_forest_all.csv,growacq,gtsudoku,obj_proba2,rel_dim_block,random_forest,All 8,880,1577,1577,0,0,1417.875,1417.875,121.75,37.375,17.1498,0.636825,0.616925,3.9172625,660.9276375,25.7792125,972.892375,1
gtsudoku_growacq_obj_proba2_rel_dim_svm_all.csv,growacq,gtsudoku,obj_proba2,rel_dim,svm,All 8,880,1717.5,1717.5,0,0,1437.875,1437.875,223.5,56.125,16.42765,2.9649875,2.603225,19.5418375,4172.038925,13.39745,4471.397863,1
gtsudoku_growacq_obj_class_rel_dim_mlp_all.csv,growacq,gtsudoku,obj_class,rel_dim,mlp,All 8,843.25,1722.25,1722.25,0,0,1320.375,1320.375,333.875,68,15.841675,1.092625,0.9015875,6.3435375,1274.588488,10.2986875,1549.701825,1
gtsudoku_growacq_obj_proba2_rel_dim_random_forest_all.csv,growacq,gtsudoku,obj_proba2,rel_dim,random_forest,All 8,880,1623.125,1623.125,0,0,1432.75,1432.75,153.5,36.875,17.0285125,0.6463125,0.6147625,4.001275,689.1468625,24.1900625,997.817475,1
gtsudoku_growacq_obj_proba2_rel_dim_block_naive_bayes_all.csv,growacq,gtsudoku,obj_proba2,rel_dim_block,naive_bayes,All 8,848.5,3827,3827,0,0,3389.125,3389.125,371.25,66.625,25.803175,0.4060125,0.3789,2.4819375,139.2218125,35.107,1455.857887,1
gtsudoku_growacq_obj_proba2_rel_dim_logistic_regression_all.csv,growacq,gtsudoku,obj_proba2,rel_dim,logistic_regression,Last 20 of 16,881.125,2862.875,2862.875,0,0,1308.75,1308.75,1203.375,350.75,12.1157,0.2539375,0.1627,2.239625,59.4586125,12.8795625,433.1096,1
jsudoku_growacq_obj_proba2_simple_rel_naive_bayes_all.csv,growacq,jsudoku,obj_proba2,simple_rel,naive_bayes,All 8,811,3681.125,3681.125,0,0,3196,3196,373.625,111.5,24.759025,0.4017,0.36805,2.4081625,23.611375,9.0221625,1354.418438,1
jsudoku_growacq_obj_proba_simple_rel_svm_all.csv,growacq,jsudoku,obj_proba,simple_rel,svm,All 8,892,5203.125,5203.125,0,0,1260.75,1260.75,3135,807.375,12.1236125,8.1976625,2.1309125,57.0785375,10252.84033,21.932225,11072.126,1
jsudoku_growacq_obj_proba_rel_dim_decision_tree_all.csv,growacq,jsudoku,obj_proba,rel_dim,decision_tree,All 8,892,1825.375,1825.375,0,0,1507.125,1507.125,284.5,33.75,16.0962375,0.1962,0.188275,2.5363375,42.7366375,13.74115,343.7278875,1
jsudoku_growacq_obj_proba2_rel_dim_block_naive_bayes_all.csv,growacq,jsudoku,obj_proba2,rel_dim_block,naive_bayes,All 8,811,3700.625,3700.625,0,0,3153.625,3153.625,424.5,122.5,24.4630625,0.433775,0.3919,2.6531625,132.92995,29.5910625,1450.038838,1
jsudoku_growacq_obj_proba2_rel_dim_block_svm_all.csv,growacq,jsudoku,obj_proba2,rel_dim_block,svm,All 8,892,1777.75,1777.75,0,0,1648.25,1648.25,104.5,25,17.0530125,1.7002625,1.645225,11.05935,2601.539788,13.2103875,2924.67835,1
jsudoku_growacq_obj_proba2_rel_dim_random_forest_all.csv,growacq,jsudoku,obj_proba2,rel_dim,random_forest,All 8,892,1629.5,1629.5,0,0,1480,1480,131.375,18.125,16.65975,0.6143125,0.5984125,4.09765,673.9221375,24.2907375,974.9627375,1
jsudoku_growacq_obj_proba_rel_dim_block_decision_tree_all.csv,growacq,jsudoku,obj_proba,rel_dim_block,decision_tree,All 8,892,1817.375,1817.375,0,0,1505.125,1505.125,274.75,37.5,16.1583,0.2022,0.1951,2.5679,56.9435625,15.9031,354.60235,1
jsudoku_growacq_obj_proba2_rel_dim_block_random_forest_all.csv,growacq,jsudoku,obj_proba2,rel_dim_block,random_forest,All 8,892,1644.375,1644.375,0,0,1545,1545,83.875,15.5,17.0547375,0.6307125,0.632675,4.275,714.3499375,26.8914375,1040.305363,1
jsudoku_growacq_obj_proba_rel_dim_block_svm_all.csv,growacq,jsudoku,obj_proba,rel_dim_block,svm,All 8,892,1834.375,1834.375,0,0,1612,1612,172,50.375,16.8470125,1.7624625,1.6216375,11.4792875,2667.222475,13.897375,2974.64325,1
jsudoku_growacq_obj_proba2_rel_dim_logistic_regression_all.csv,growacq,jsudoku,obj_proba2,rel_dim,logistic_regression,Last 20 of 16,892,3016.875,3016.875,0,0,1307,1307,1288.625,421.25,11.9746375,0.2796375,0.172625,2.61095,64.223875,12.9675375,470.9168125,1
jsudoku_growacq_obj_proba2_simple_rel_decision_tree_all.csv,growacq,jsudoku,obj_proba2,simple_rel,decision_tree,All 8,892,3562.125,3562.125,0,0,2920.375,2920.375,519.875,121.875,21.924525,0.1973,0.18485,2.481575,26.1804875,8.1737,658.47205,1
jsudoku_growacq_obj_proba_simple_rel_logistic_regression_all.csv,growacq,jsudoku,obj_proba,simple_rel,logistic_regression,Last 20 of 16,892,5221.125,5221.125,0,0,1264.5,1264.5,3140.25,816.375,12.06045,0.4576125,0.15695,2.2788125,16.63715,10.3234875,819.516525,1
jsudoku_growacq_obj_class_rel_dim_block_logistic_regression_all.csv,growacq,jsudoku,obj_class,rel_dim_block,logistic_regression,Last 20 of 16,892,1640.25,1640.25,0,0,1364.125,1364.125,230.625,45.5,16.3029875,0.24505,0.2336125,2.8374,127.721075,13.4245625,383.168175,1
jsudoku_growacq_obj_class_rel_dim_svm_all.csv,growacq,jsudoku,obj_class,rel_dim,svm,All 8,892,1901.875,1901.875,0,0,1319.875,1319.875,466.75,115.25,15.404825,2.6180375,1.9098125,18.2675125,3375.95755,13.05515,3653.64735,1
jsudoku_growacq_obj_class_rel_dim_random_forest_all.csv,growacq,jsudoku,obj_class,rel_dim,random_forest,All 8,892,1700.25,1700.25,0,0,1322.625,1322.625,332.875,44.75,15.6787,0.6103125,0.5189875,4.15235,608.462775,22.6909625,882.27835,1
jsudoku_growacq_obj_class_simple_rel_decision_tree_all.csv,growacq,jsudoku,obj_class,simple_rel,decision_tree,All 8,892,3572.75,3572.75,0,0,1341,1341,2074.5,157.25,11.956525,0.3066125,0.1514125,2.3985125,9.763025,5.0933375,541.0229625,1
jsudoku_growacq_obj_proba2_rel_dim_decision_tree_all.csv,growacq,jsudoku,obj_proba2,rel_dim,decision_tree,All 8,892,1831.125,1831.125,0,0,1501.125,1501.125,294.625,35.375,16.0534625,0.195,0.186875,2.4648875,42.7651875,13.795925,342.1388125,1
jsudoku_growacq_obj_proba2_rel_dim_block_mlp_all.csv,growacq,jsudoku,obj_proba2,rel_dim_block,mlp,All 8,811,1656.375,1656.375,0,0,1458.125,1458.125,184,14.25,16.42395,0.5515625,0.5217875,4.16865,561.3186125,12.8084625,864.24875,1
jsudoku_growacq_obj_proba_rel_dim_random_forest_all.csv,growacq,jsudoku,obj_proba,rel_dim,random_forest,All 8,892,1659.75,1659.75,0,0,1450.75,1450.75,177.25,31.75,16.5624375,0.608325,0.5737375,4.1607625,662.280125,24.0344625,952.0792,1
jsudoku_growacq_obj_proba_simple_rel_mlp_all.csv,growacq,jsudoku,obj_proba,simple_rel,mlp,All 8,811,3605.5,3605.5,0,0,2928.375,2928.375,557.875,119.25,24.775225,0.6585625,0.55905,3.204,788.7749125,6.13615,2015.3626,1
jsudoku_growacq_obj_class_simple_rel_random_forest_all.csv,growacq,jsudoku,obj_class,simple_rel,random_forest,All 8,892,3570.375,3570.375,0,0,1341.25,1341.25,2073,156.125,11.98535,0.5176625,0.2343875,3.0693375,313.9515625,15.36255,836.758625,1
jsudoku_growacq_obj_proba_simple_rel_naive_bayes_all.csv,growacq,jsudoku,obj_proba,simple_rel,naive_bayes,All 8,811,3703.875,3703.875,0,0,3188.25,3188.25,397.625,118,24.5784,0.4061625,0.369075,2.4700875,23.3991,9.13475,1367.218913,1
jsudoku_growacq_obj_class_rel_dim_decision_tree_all.csv,growacq,jsudoku,obj_class,rel_dim,decision_tree,All 8,892,1820.25,1820.25,0,0,1503.25,1503.25,286.25,30.75,16.034575,0.1915375,0.1841625,2.4980375,42.5728625,13.6590875,335.1848125,1
jsudoku_growacq_obj_proba2_simple_rel_random_forest_all.csv,growacq,jsudoku,obj_proba2,simple_rel,random_forest,All 8,892,3567.25,3567.25,0,0,2924.375,2924.375,521.125,121.75,21.9418625,0.437525,0.38545,3.0456625,757.222925,30.0572625,1374.902863,1
jsudoku_growacq_obj_proba_rel_dim_logistic_regression_all.csv,growacq,jsudoku,obj_proba,rel_dim,logistic_regression,Last 20 of 16,892,3470,3470,0,0,1126.125,1126.125,1831.375,512.5,11.331075,0.3016125,0.1455,2.5876625,56.6078625,13.3344875,465.991375,1
jsudoku_growacq_obj_proba_rel_dim_block_mlp_all.csv,growacq,jsudoku,obj_proba,rel_dim_block,mlp,Last 20 of 10,831.25,1698.375,1698.375,0,0,1377,1377,274.375,47,16.10605,0.522575,0.46385,4.066775,522.955075,13.0304125,787.8427125,1
jsudoku_growacq_obj_proba2_rel_dim_block_decision_tree_all.csv,growacq,jsudoku,obj_proba2,rel_dim_block,decision_tree,All 8,892,1806.625,1806.625,0,0,1507.875,1507.875,261.25,37.5,16.2637625,0.204325,0.1984,2.529025,57.4073375,15.9978,358.40885,1
jsudoku_growacq_obj_class_rel_dim_mlp_all.csv,growacq,jsudoku,obj_class,rel_dim,mlp,All 8,811,1702.5,1702.5,0,0,1335,1335,310.5,57,15.64215,0.9058875,0.7664625,6.25755,1054.825025,10.074425,1303.562663,1
jsudoku_growacq_obj_proba_rel_dim_block_random_forest_all.csv,growacq,jsudoku,obj_proba,rel_dim_block,random_forest,All 8,892,1672.125,1672.125,0,0,1507.375,1507.375,130,34.75,17.0192,0.6308625,0.6110375,4.2096375,701.4462875,26.5335125,1021.683375,1
jsudoku_growacq_obj_proba2_simple_rel_logistic_regression_all.csv,growacq,jsudoku,obj_proba2,simple_rel,logistic_regression,Last 20 of 15,881.875,5806.25,5806.25,0,0,1279.375,1279.375,3422,1104.875,12.6118125,0.679425,0.20135,2.45455,16.494475,12.92475,1169.111488,1
jsudoku_growacq_obj_proba2_simple_rel_svm_all.csv,growacq,jsudoku,obj_proba2,simple_rel,svm,All 8,892,5785.125,5785.125,0,0,1279.75,1279.75,3408.375,1097,12.642525,6.6415625,1.583575,45.715,8026.4473,22.0412375,9148.975063,1
jsudoku_growacq_obj_proba_rel_dim_block_logistic_regression_all.csv,growacq,jsudoku,obj_proba,rel_dim_block,logistic_regression,Last 20 of 15,892,1667.5,1667.5,0,0,1459.25,1459.25,167.875,40.375,16.6539,0.2433,0.240625,2.78755,141.6938375,13.8383125,401.2255625,1
jsudoku_growacq_obj_proba_simple_rel_decision_tree_all.csv,growacq,jsudoku,obj_proba,simple_rel,decision_tree,All 8,892,3603,3603,0,0,2975.25,2975.25,515.375,112.375,25.173675,0.457675,0.4001875,2.43595,25.627975,8.8523875,1441.874425,1
jsudoku_growacq_obj_class_rel_dim_block_svm_all.csv,growacq,jsudoku,obj_class,rel_dim_block,svm,All 8,892,1878.375,1878.375,0,0,1419.75,1419.75,372,86.625,15.71,1.6099125,1.291025,11.4581,2146.848,12.452425,2424.9709,1
jsudoku_growacq_obj_class_simple_rel_naive_bayes_all.csv,growacq,jsudoku,obj_class,simple_rel,naive_bayes,All 8,811,3707.375,3707.375,0,0,3171.125,3171.125,411.625,124.625,24.42925,0.4192375,0.3783375,2.3519125,24.0165375,9.0325375,1402.654562,1
jsudoku_growacq_obj_proba_rel_dim_naive_bayes_all.csv,growacq,jsudoku,obj_proba,rel_dim,naive_bayes,All 8,811,3734.75,3734.75,0,0,3181.25,3181.25,438.375,115.125,24.056025,0.4140625,0.3740375,2.6685875,73.363675,26.1399875,1396.892938,1
jsudoku_growacq_obj_class_simple_rel_svm_all.csv,growacq,jsudoku,obj_class,simple_rel,svm,All 8,892,5113.25,5113.25,0,0,1221.625,1221.625,3160.375,731.25,12.206125,6.27705,1.6085375,44.0177125,7462.19995,15.75045,8224.3792,1
jsudoku_growacq_obj_proba2_rel_dim_naive_bayes_all.csv,growacq,jsudoku,obj_proba2,rel_dim,naive_bayes,All 8,811,3523.75,3523.75,0,0,3185.875,3185.875,268.625,69.25,25.0794125,0.407175,0.3869875,2.517375,71.4582875,25.695275,1363.5717,1
jsudoku_growacq_obj_proba_rel_dim_block_naive_bayes_all.csv,growacq,jsudoku,obj_proba,rel_dim_block,naive_bayes,All 8,811,3673.25,3673.25,0,0,3148.125,3148.125,405.125,120,24.565075,0.4418875,0.400625,2.637925,133.92795,29.368275,1471.700963,1
jsudoku_growacq_obj_proba2_rel_dim_svm_all.csv,growacq,jsudoku,obj_proba2,rel_dim,svm,All 8,892,1668.75,1668.75,0,0,1439.375,1439.375,202.25,27.125,16.2518,2.4426,2.2162625,16.416225,3401.091363,13.19855,3688.595438,1
jsudoku_growacq_obj_proba_rel_dim_svm_all.csv,growacq,jsudoku,obj_proba,rel_dim,svm,All 8,892,1839.5,1839.5,0,0,1400.375,1400.375,351.375,87.75,15.81345,2.7602125,2.2127625,18.5230125,3785.901288,14.284925,4074.811513,1
jsudoku_growacq_obj_proba2_rel_dim_block_logistic_regression_all.csv,growacq,jsudoku,obj_proba2,rel_dim_block,logistic_regression,Last 20 of 16,892,1619.625,1619.625,0,0,1500.125,1500.125,109.375,10.125,16.8106125,0.2755,0.279725,2.8246,146.4996625,13.9002125,453.0646375,1
jsudoku_growacq_obj_class_rel_dim_block_random_forest_all.csv,growacq,jsudoku,obj_class,rel_dim_block,random_forest,All 8,892,1612.75,1612.75,0,0,1373.625,1373.625,200.25,38.875,16.3966875,0.6071375,0.5624875,4.30995,635.1893625,24.7912875,907.1443125,1
jsudoku_growacq_obj_class_rel_dim_naive_bayes_all.csv,growacq,jsudoku,obj_class,rel_dim,naive_bayes,All 8,811,3715.125,3715.125,0,0,3145.125,3145.125,451.625,118.375,23.6618375,0.387025,0.349025,2.625525,70.8883875,25.3612625,1296.56815,1
jsudoku_growacq_obj_class_rel_dim_logistic_regression_all.csv,growacq,jsudoku,obj_class,rel_dim,logistic_regression,Last 20 of 16,892,3107.75,3107.75,0,0,1092,1092,1642.375,373.375,11.421775,0.2847875,0.146775,2.453725,53.797275,13.05315,425.7787125,1
jsudoku_growacq_obj_class_simple_rel_logistic_regression_all.csv,growacq,jsudoku,obj_class,simple_rel,logistic_regression,Last 20 of 10,831.25,5062.75,5062.75,0,0,1226.125,1226.125,3127.375,709.25,12.1649,0.4785125,0.1632,2.4471375,16.0426375,9.98745,826.579825,1
jsudoku_growacq_obj_class_rel_dim_block_mlp_all.csv,growacq,jsudoku,obj_class,rel_dim_block,mlp,All 8,811,1702.625,1702.625,0,0,1322,1322,328.625,52,15.776625,0.51885,0.444725,3.9723375,498.509325,12.4599375,757.1157,1
jsudoku_growacq_obj_class_simple_rel_mlp_all.csv,growacq,jsudoku,obj_class,simple_rel,mlp,All 8,811,3581.5,3581.5,0,0,1334,1334,2089.875,157.625,11.8911875,0.5143,0.2290875,3.1672375,322.325675,4.0673125,820.446825,1
jsudoku_growacq_obj_proba_simple_rel_random_forest_all.csv,growacq,jsudoku,obj_proba,simple_rel,random_forest,All 8,892,3624.5,3624.5,0,0,2980.625,2980.625,527,116.875,25.1492125,0.682375,0.5871,3.0756125,760.9685875,30.8527,2127.64575,1
jsudoku_growacq_obj_proba2_simple_rel_mlp_all.csv,growacq,jsudoku,obj_proba2,simple_rel,mlp,All 8,811,3517,3517,0,0,2893.5,2893.5,509.875,113.625,21.751275,0.44105,0.3881125,3.272975,796.4049625,5.7791125,1364.6523,1
