,Algorithm,Benchmark,Objective,Features,Classifier,Rows Used,CL,tot_q,memb_q,rec_q,gen_q,top_lvl_q,qgen_q,tfs_q,tfc_q,avg_q_size,avg_gen_time,avg_t,max_t,ml_t_t,ml_p_t,tot_t,conv
jsudoku_growacq_obj_class_rel_dim_block_naive_bayes_all.csv,growacq,jsudoku,obj_class,rel_dim_block,naive_bayes,All 8,811,3686.75,3686.75,0,0,3156,3156,410.5,120.25,24.5550125,0.4289375,0.3892125,2.6847375,131.7139875,29.5076,1434.6229,1
jsudoku_growacq_obj_proba_rel_dim_mlp_all.csv,growacq,jsudoku,obj_proba,rel_dim,mlp,All 8,811,1712.125,1712.125,0,0,1414.875,1414.875,249.625,47.625,16.151625,0.92465,0.819325,5.8082125,1140.545775,10.526275,1400.901925,1
jsudoku_growacq_obj_class_rel_dim_block_decision_tree_all.csv,growacq,jsudoku,obj_class,rel_dim_block,decision_tree,All 8,892,1803.25,1803.25,0,0,1507,1507,260.125,36.125,16.249275,0.2008,0.19545,2.6579,56.6732375,15.8484625,352.3926625,1
jsudoku_growacq_obj_proba2_rel_dim_mlp_all.csv,growacq,jsudoku,obj_proba2,rel_dim,mlp,All 8,811,1676.625,1676.625,0,0,1505.5,1505.5,150.125,21,16.592875,0.9427875,0.897175,6.0919875,1202.548188,10.4781125,1503.534813,1
random_growacq_obj_proba2_rel_dim_block_naive_bayes_all.csv,growacq,random,obj_proba2,rel_dim_block,naive_bayes,All 8,495,5103.625,5103.625,0,0,4946.875,4946.875,120.875,35.875,34.3900625,0.2070125,0.2158125,2.8111,403.3843625,70.9267625,1101.390213,1
random_growacq_obj_class_rel_dim_block_naive_bayes_all.csv,growacq,random,obj_class,rel_dim_block,naive_bayes,All 8,495,5114.125,5114.125,0,0,4955.5,4955.5,121.625,37,34.4600125,0.2068375,0.2154125,2.7685875,400.6753125,71.27485,1101.6436,1
random_growacq_obj_proba_simple_rel_svm_all.csv,growacq,random,obj_proba,simple_rel,svm,All 8,595,4264.25,4264.25,0,0,799.75,799.75,3103.75,360.75,12.095275,5.1371,1.083325,29.0940875,4241.981475,8.154575,4623.795988,1
random_growacq_obj_proba_simple_rel_decision_tree_all.csv,growacq,random,obj_proba,simple_rel,decision_tree,All 8,595,4250.875,4250.875,0,0,799.75,799.75,3101.5,349.625,12.0447625,0.2592125,0.0994375,2.2855375,8.2514875,5.2366625,422.609875,1
random_growacq_obj_proba_rel_dim_naive_bayes_all.csv,growacq,random,obj_proba,rel_dim,naive_bayes,All 8,495,5135.25,5135.25,0,0,5011.125,5011.125,91.25,32.875,34.52465,0.1558625,0.165325,2.4869875,148.145075,45.7476125,848.94435,1
random_growacq_obj_proba_rel_dim_block_decision_tree_all.csv,growacq,random,obj_proba,rel_dim_block,decision_tree,All 8,595,4427.75,4427.75,0,0,1244,1244,2584.75,599,16.3901625,0.361325,0.15975,2.862875,129.9858,39.68025,707.3694125,1
random_growacq_obj_proba2_rel_dim_svm_all.csv,growacq,random,obj_proba2,rel_dim,svm,All 8,595,4439.875,4439.875,0,0,854.125,854.125,2863.125,722.625,16.6770125,7.3409,1.574375,54.85695,6210.52095,35.6704625,6988.019263,1
random_growacq_obj_proba2_rel_dim_block_decision_tree_all.csv,growacq,random,obj_proba2,rel_dim_block,decision_tree,All 8,595,4408.375,4408.375,0,0,1240.625,1240.625,2581.375,586.375,16.3214375,0.3633,0.15955,2.794525,130.79455,39.3857125,703.398725,1
random_growacq_obj_proba_rel_dim_mlp_all.csv,growacq,random,obj_proba,rel_dim,mlp,All 8,495,4494.375,4494.375,0,0,832.25,832.25,2978.25,683.875,16.1932625,0.7483,0.2000125,3.9111375,333.6755375,21.2183875,895.9357625,1
random_growacq_obj_proba2_rel_dim_naive_bayes_all.csv,growacq,random,obj_proba2,rel_dim,naive_bayes,All 8,495,5137.625,5137.625,0,0,5039.25,5039.25,69.125,29.25,34.858925,0.162075,0.1715875,2.516425,147.437525,45.5055625,881.573175,1
random_growacq_obj_class_rel_dim_naive_bayes_all.csv,growacq,random,obj_class,rel_dim,naive_bayes,All 8,495,5127.625,5127.625,0,0,5006.5,5006.5,89,32.125,34.624,0.1543375,0.1636375,2.4830375,145.9221625,45.5101875,839.0412875,1
random_growacq_obj_proba_rel_dim_block_mlp_all.csv,growacq,random,obj_proba,rel_dim_block,mlp,All 8,495,4395,4395,0,0,837.25,837.25,2968.25,589.5,15.9827625,0.95225,0.2498625,4.50985,519.8908125,34.7699,1098.155337,1
random_growacq_obj_proba_simple_rel_logistic_regression_all.csv,growacq,random,obj_proba,simple_rel,logistic_regression,Last 20 of 16,595,4298.625,4298.625,0,0,796.75,796.75,3143.75,358.125,12.0355125,0.2566875,0.0957,2.1219375,19.1022875,4.826425,411.343675,1
random_growacq_obj_proba_rel_dim_block_naive_bayes_all.csv,growacq,random,obj_proba,rel_dim_block,naive_bayes,All 8,495,5102.25,5102.25,0,0,4959.375,4959.375,108.5,34.375,34.61955,0.209225,0.21865,2.733575,408.54915,71.012975,1115.591162,1
random_growacq_obj_proba_simple_rel_random_forest_all.csv,growacq,random,obj_proba,simple_rel,random_forest,All 8,595,4275.375,4275.375,0,0,796.875,796.875,3128.5,350,11.9752625,0.5059125,0.149425,2.951275,232.0393375,11.528,638.6217125,1
random_growacq_obj_proba2_simple_rel_logistic_regression_all.csv,growacq,random,obj_proba2,simple_rel,logistic_regression,Last 20 of 11,532.5,4291.75,4291.75,0,0,809.25,809.25,3157.625,324.875,11.68805,0.2803375,0.10085,2.262625,18.844725,5.0927875,433.0063625,1
random_growacq_obj_proba_simple_rel_mlp_all.csv,growacq,random,obj_proba,simple_rel,mlp,All 8,495,4208.25,4208.25,0,0,804.375,804.375,2993.875,410,13.49095,0.461075,0.1396875,2.926075,183.2210375,4.8526375,587.6966625,1
random_growacq_obj_proba2_simple_rel_naive_bayes_all.csv,growacq,random,obj_proba2,simple_rel,naive_bayes,All 8,495,5181.375,5181.375,0,0,5092.5,5092.5,66.75,22.125,34.413775,0.1311625,0.14,2.2788875,46.6172375,11.62555,725.385225,1
random_growacq_obj_proba_rel_dim_block_svm_all.csv,growacq,random,obj_proba,rel_dim_block,svm,All 8,595,4211.875,4211.875,0,0,799.125,799.125,3069.125,343.625,12.1872125,14.405525,3.0072375,88.437475,12254.74478,24.78555,12664.24215,1
random_growacq_obj_class_rel_dim_block_logistic_regression_all.csv,growacq,random,obj_class,rel_dim_block,logistic_regression,Last 20 of 16,595,4071.25,4071.25,0,0,846.25,846.25,2796.125,428.875,13.7704375,0.4897,0.157125,3.3220625,198.0323125,27.1892875,639.6307,1
random_growacq_obj_class_simple_rel_naive_bayes_all.csv,growacq,random,obj_class,simple_rel,naive_bayes,All 8,495,5193,5193,0,0,5094.125,5094.125,76.375,22.5,34.3724375,0.1273875,0.1358625,2.03465,46.791,11.438025,705.5560375,1
random_growacq_obj_proba2_rel_dim_block_random_forest_all.csv,growacq,random,obj_proba2,rel_dim_block,random_forest,All 8,595,4308.875,4308.875,0,0,1871.625,1871.625,2019.875,417.375,16.1540375,1.2269125,0.5949875,6.477075,2010.823975,51.1473375,2563.390788,1
random_growacq_obj_proba_rel_dim_logistic_regression_all.csv,growacq,random,obj_proba,rel_dim,logistic_regression,Last 20 of 16,595,4269.125,4269.125,0,0,814.625,814.625,2985.375,469.125,13.6765625,0.3437,0.11775,2.2838,47.9756875,17.961475,504.2834875,1
random_growacq_obj_proba2_rel_dim_mlp_all.csv,growacq,random,obj_proba2,rel_dim,mlp,All 8,495,4477.25,4477.25,0,0,832.5,832.5,2967.75,677,16.209225,0.7925625,0.2086375,3.8438625,333.33745,21.11545,930.848275,1
random_growacq_obj_proba2_rel_dim_logistic_regression_all.csv,growacq,random,obj_proba2,rel_dim,logistic_regression,Last 20 of 16,595,4262.375,4262.375,0,0,842,842,2958.875,461.5,13.549025,0.4539125,0.1410375,2.3843625,47.9752625,17.7514625,602.4607125,1
random_growacq_obj_proba_rel_dim_svm_all.csv,growacq,random,obj_proba,rel_dim,svm,All 8,595,4400.75,4400.75,0,0,830.375,830.375,2873,697.375,16.784425,6.845875,1.4473,48.6779375,5772.354275,34.0914,6367.272737,1
random_growacq_obj_proba_rel_dim_block_random_forest_all.csv,growacq,random,obj_proba,rel_dim_block,random_forest,All 8,595,4130.25,4130.25,0,0,1474.5,1474.5,2238.375,417.375,16.1827,1.2656125,0.520325,6.5514,1659.9635,46.6302,2147.7925,1
random_growacq_obj_proba_simple_rel_naive_bayes_all.csv,growacq,random,obj_proba,simple_rel,naive_bayes,All 8,495,5193.75,5193.75,0,0,5097.625,5097.625,72.125,24,34.4284125,0.1300625,0.138725,2.2441375,45.489875,11.4995375,720.416225,1
random_growacq_obj_class_rel_dim_decision_tree_all.csv,growacq,random,obj_class,rel_dim,decision_tree,All 8,595,4430.875,4430.875,0,0,1279.25,1279.25,2554.125,597.5,16.35165,0.2901625,0.1393375,2.5251375,52.9370375,26.359225,617.3702125,1
random_growacq_obj_class_rel_dim_block_mlp_all.csv,growacq,random,obj_class,rel_dim_block,mlp,All 8,495,4354.375,4354.375,0,0,816,816,2931.125,607.25,16.1771125,0.9365375,0.2417625,4.2787125,493.9482375,33.9512875,1052.782963,1
random_growacq_obj_proba2_simple_rel_random_forest_all.csv,growacq,random,obj_proba2,simple_rel,random_forest,All 8,595,4314.5,4314.5,0,0,805.875,805.875,3164,344.625,11.8472875,0.5111375,0.150675,2.9731,232.16155,11.320125,649.82345,1
random_growacq_obj_class_simple_rel_svm_all.csv,growacq,random,obj_class,simple_rel,svm,All 8,595,4255,4255,0,0,802.375,802.375,3095,357.625,12.1065375,4.2128125,0.8949375,22.8994875,3456.731163,6.294675,3805.969213,1
random_growacq_obj_proba2_rel_dim_decision_tree_all.csv,growacq,random,obj_proba2,rel_dim,decision_tree,All 8,595,4406.625,4406.625,0,0,1264.625,1264.625,2561.625,580.375,16.3082,0.292775,0.139375,2.4535375,52.18075,25.6595875,614.2315625,1
random_growacq_obj_proba2_simple_rel_svm_all.csv,growacq,random,obj_proba2,simple_rel,svm,All 8,595,4237.125,4237.125,0,0,810.5,810.5,3096.25,330.375,11.8271375,4.20325,0.9057625,23.0128,3468.293,6.281925,3836.13655,1
random_growacq_obj_class_rel_dim_mlp_all.csv,growacq,random,obj_class,rel_dim,mlp,All 8,495,4474.125,4474.125,0,0,829.625,829.625,2967.125,677.375,16.166325,0.7599125,0.2023375,3.8041125,339.4920875,21.5937,902.1955375,1
random_growacq_obj_proba2_rel_dim_block_svm_all.csv,growacq,random,obj_proba2,rel_dim_block,svm,All 8,595,4210.5,4210.5,0,0,810.25,810.25,3070.125,330.125,12.029925,14.897875,3.1539875,106.2346625,12813.33126,26.684725,13275.70284,1
random_growacq_obj_class_rel_dim_block_random_forest_all.csv,growacq,random,obj_class,rel_dim_block,random_forest,All 8,595,4189.625,4189.625,0,0,909,909,2806,474.625,14.0065375,1.258975,0.348525,6.5027375,958.7088125,38.000575,1459.660338,1
random_growacq_obj_class_simple_rel_decision_tree_all.csv,growacq,random,obj_class,simple_rel,decision_tree,All 8,595,4228.5,4228.5,0,0,795.625,795.625,3084.125,348.75,12.0198,0.252575,0.0989,2.2190875,8.2311125,5.2056125,418.1523375,1
random_growacq_obj_class_rel_dim_logistic_regression_all.csv,growacq,random,obj_class,rel_dim,logistic_regression,Last 20 of 16,595,4202.625,4202.625,0,0,811.5,811.5,2929.5,461.625,13.7527,0.343875,0.1189,2.300375,48.049575,17.7099,501.3571125,1
random_growacq_obj_proba_rel_dim_random_forest_all.csv,growacq,random,obj_proba,rel_dim,random_forest,All 8,595,3938.625,3938.625,0,0,1487.875,1487.875,2046.875,403.875,17.0758875,0.888025,0.3938,4.7541,1093.078088,33.9581625,1551.48655,1
random_growacq_obj_class_simple_rel_mlp_all.csv,growacq,random,obj_class,simple_rel,mlp,All 8,495,4172.5,4172.5,0,0,798.375,798.375,2974.625,399.5,13.381425,0.4772375,0.144625,3.1615625,192.1402375,5.0734,603.4656,1
random_growacq_obj_proba2_simple_rel_decision_tree_all.csv,growacq,random,obj_proba2,simple_rel,decision_tree,All 8,595,4234,4234,0,0,809,809,3085.25,339.75,11.949325,0.267425,0.1029875,2.2709625,8.5431625,5.2649375,435.9323875,1
random_growacq_obj_proba_rel_dim_block_logistic_regression_all.csv,growacq,random,obj_proba,rel_dim_block,logistic_regression,Last 20 of 16,595,4039.375,4039.375,0,0,931.125,931.125,2714.625,393.625,14.06085,0.449525,0.156725,3.292475,207.6706,27.418975,633.177575,1
random_growacq_obj_class_simple_rel_logistic_regression_all.csv,growacq,random,obj_class,simple_rel,logistic_regression,Last 20 of 10,520,4282.875,4282.875,0,0,798.625,798.625,3130.875,353.375,11.9861875,0.2684875,0.101125,2.2641875,19.5911375,5.2758,433.0747125,1
random_growacq_obj_class_rel_dim_block_svm_all.csv,growacq,random,obj_class,rel_dim_block,svm,All 8,595,4245.875,4245.875,0,0,802,802,3097.375,346.5,12.0668875,15.9670375,3.32485,100.9054375,13679.91239,28.4745875,14102.14218,1
random_growacq_obj_class_rel_dim_random_forest_all.csv,growacq,random,obj_class,rel_dim,random_forest,All 8,595,4100.625,4100.625,0,0,885,885,2736.625,479,14.0769375,0.9333375,0.269175,4.8562,619.55845,26.604525,1103.134925,1
random_growacq_obj_class_rel_dim_svm_all.csv,growacq,random,obj_class,rel_dim,svm,All 8,595,4449.125,4449.125,0,0,820.125,820.125,2898.875,730.125,16.83665,7.7592,1.6042125,54.933125,6488.9954,38.6951875,7132.783475,1
random_growacq_obj_proba_rel_dim_decision_tree_all.csv,growacq,random,obj_proba,rel_dim,decision_tree,All 8,595,4398.125,4398.125,0,0,1259.125,1259.125,2553.625,585.375,16.3106875,0.289275,0.1389625,2.3628625,51.9375875,25.5359625,611.3239,1
random_growacq_obj_proba2_rel_dim_block_mlp_all.csv,growacq,random,obj_proba2,rel_dim_block,mlp,All 8,495,4289.625,4289.625,0,0,866,866,2852.75,570.875,16.132375,0.9736875,0.2634625,4.5305,519.554925,34.393775,1130.144038,1
random_growacq_obj_class_simple_rel_random_forest_all.csv,growacq,random,obj_class,simple_rel,random_forest,All 8,595,4274.25,4274.25,0,0,793.25,793.25,3127,354,11.9953625,0.5101875,0.149925,2.9605625,232.7162,11.5376,640.71165,1
random_growacq_obj_class_rel_dim_block_decision_tree_all.csv,growacq,random,obj_class,rel_dim_block,decision_tree,All 8,595,4445.25,4445.25,0,0,1245,1245,2600.875,599.375,16.366075,0.3696625,0.161875,2.8577875,132.6,40.2341,719.6927,1
random_growacq_obj_proba2_rel_dim_random_forest_all.csv,growacq,random,obj_proba2,rel_dim,random_forest,All 8,595,4235.375,4235.375,0,0,1989.875,1989.875,1864.375,381.125,16.6480125,0.84515,0.44875,4.8615,1399.8011,38.726175,1900.7859,1
random_growacq_obj_proba2_rel_dim_block_logistic_regression_all.csv,growacq,random,obj_proba2,rel_dim_block,logistic_regression,Last 20 of 16,595,4122.125,4122.125,0,0,1103.375,1103.375,2626.5,392.25,13.893825,0.46675,0.178,3.341325,228.07585,28.2159375,733.721325,1
random_growacq_obj_proba2_simple_rel_mlp_all.csv,growacq,random,obj_proba2,simple_rel,mlp,All 8,495,4181.125,4181.125,0,0,819.5,819.5,2985.25,376.375,13.149,0.4907625,0.1478875,3.0331125,185.333425,4.7549875,618.3293,1
jobshop_growacq_obj_proba_simple_rel_naive_bayes_all.csv,growacq,jobshop,obj_proba,simple_rel,naive_bayes,All 8,269.5,1718.75,1718.75,0,0,617.125,617.125,778.875,322.75,26.7242875,0.597875,0.3673,4.272025,12.1145375,16.539,631.4162625,1
jobshop_growacq_obj_proba_rel_dim_mlp_all.csv,growacq,jobshop,obj_proba,rel_dim,mlp,All 8,257,1038.25,1038.25,0,0,548.75,548.75,291,198.5,33.779625,2.0006125,1.34855,12.3694875,987.8881375,26.5008,1399.372138,1
jobshop_growacq_obj_proba2_rel_dim_block_svm_all.csv,growacq,jobshop,obj_proba2,rel_dim_block,svm,All 8,220,1141,1141,0,0,568.125,568.125,313.875,259,32.979775,12.59165,7.381725,114.286075,7971.4957,36.487325,8422.7272,1
jobshop_growacq_obj_proba_rel_dim_block_decision_tree_all.csv,growacq,jobshop,obj_proba,rel_dim_block,decision_tree,All 8,220,1250.875,1250.875,0,0,603.25,603.25,459.125,188.5,31.0818375,0.6222125,0.47485,5.1905,97.7759875,41.0608125,593.9356625,1
jobshop_growacq_obj_proba_rel_dim_decision_tree_all.csv,growacq,jobshop,obj_proba,rel_dim,decision_tree,All 8,220,1256.125,1256.125,0,0,584.625,584.625,490.25,181.25,31.1935,0.557825,0.4181,4.69545,46.2712875,30.948675,525.1708375,1
jobshop_growacq_obj_class_rel_dim_random_forest_all.csv,growacq,jobshop,obj_class,rel_dim,random_forest,All 8,220,1102.625,1102.625,0,0,525.375,525.375,347.875,229.375,33.9356,1.2729625,0.8550875,8.4048125,482.3945375,32.5624125,942.286275,1
jobshop_growacq_obj_proba2_rel_dim_decision_tree_all.csv,growacq,jobshop,obj_proba2,rel_dim,decision_tree,All 8,220,1258.25,1258.25,0,0,581.25,581.25,492.25,184.75,31.3050375,0.5747875,0.423975,4.7892375,46.8215,31.4673375,533.3028625,1
jobshop_growacq_obj_class_simple_rel_decision_tree_all.csv,growacq,jobshop,obj_class,simple_rel,decision_tree,All 8,220,1631.875,1631.875,0,0,593.75,593.75,764.375,273.75,27.4617625,0.586175,0.3673,3.9314125,15.0709,14.310725,599.26055,1
jobshop_growacq_obj_class_simple_rel_logistic_regression_all.csv,growacq,jobshop,obj_class,simple_rel,logistic_regression,Last 20 of 10,283.25,1682.125,1682.125,0,0,579,579,788,315.125,26.386625,0.6148125,0.3627,4.0356375,30.2707,14.1648875,610.2573375,1
jobshop_growacq_obj_class_rel_dim_block_svm_all.csv,growacq,jobshop,obj_class,rel_dim_block,svm,All 8,220,1111,1111,0,0,518.625,518.625,319.25,273.125,33.5328,13.831125,7.688825,120.8215625,8063.71935,40.9794625,8533.704525,1
jobshop_growacq_obj_proba2_simple_rel_mlp_all.csv,growacq,jobshop,obj_proba2,simple_rel,mlp,All 8,311.25,1679.125,1679.125,0,0,605,605,761.625,312.5,26.756925,1.3796125,0.6826125,7.8871375,533.3083875,14.1967,1146.153963,1
jobshop_growacq_obj_proba2_simple_rel_decision_tree_all.csv,growacq,jobshop,obj_proba2,simple_rel,decision_tree,All 8,220,1670.375,1670.375,0,0,602.125,602.125,760,308.25,26.8703125,0.6376,0.3866125,4.40805,15.3573125,15.17735,645.6465375,1
jobshop_growacq_obj_proba2_rel_dim_mlp_all.csv,growacq,jobshop,obj_proba2,rel_dim,mlp,All 8,281.75,1088.375,1088.375,0,0,622.25,622.25,264.875,201.25,32.7090875,2.141,1.5017125,13.2983875,1216.3658,26.65595,1635.33135,1
jobshop_growacq_obj_proba2_rel_dim_block_mlp_all.csv,growacq,jobshop,obj_proba2,rel_dim_block,mlp,All 8,250.5,1250.875,1250.875,0,0,565.875,565.875,413,272,30.74865,1.327325,0.829825,8.2713375,543.7225125,39.835775,1037.739763,1
jobshop_growacq_obj_proba_rel_dim_logistic_regression_all.csv,growacq,jobshop,obj_proba,rel_dim,logistic_regression,Last 20 of 16,220,1055.625,1055.625,0,0,520.875,520.875,311.125,223.625,34.844975,0.6568875,0.5077625,5.0537125,118.9794375,27.77655,535.8076625,1
jobshop_growacq_obj_class_rel_dim_block_logistic_regression_all.csv,growacq,jobshop,obj_class,rel_dim_block,logistic_regression,Last 20 of 16,220,1082,1082,0,0,521.5,521.5,331.5,229,34.506125,0.9319875,0.66605,6.6737125,279.8938125,37.165575,720.520375,1
jobshop_growacq_obj_proba_rel_dim_random_forest_all.csv,growacq,jobshop,obj_proba,rel_dim,random_forest,All 8,220,1119.125,1119.125,0,0,533.75,533.75,381.625,203.75,33.32265,1.2632,0.82965,8.3536375,484.8502125,32.5826125,927.951325,1
jobshop_growacq_obj_proba_rel_dim_block_random_forest_all.csv,growacq,jobshop,obj_proba,rel_dim_block,random_forest,All 8,220,1127,1127,0,0,555.875,555.875,384.875,186.25,33.4743125,1.5729375,1.041175,10.4324875,699.67735,42.897,1173.159413,1
jobshop_growacq_obj_class_rel_dim_naive_bayes_all.csv,growacq,jobshop,obj_class,rel_dim,naive_bayes,All 8,302.25,1375,1375,0,0,832.375,832.375,339.5,203.125,25.5948875,0.4183875,0.397525,5.226725,67.35105,33.8561625,546.4799125,1
jobshop_growacq_obj_proba_rel_dim_svm_all.csv,growacq,jobshop,obj_proba,rel_dim,svm,All 8,220,1231.25,1231.25,0,0,538.375,538.375,438,254.875,31.520525,6.6849875,3.5175875,51.4905875,3847.670825,33.9785125,4325.5106,1
jobshop_growacq_obj_class_simple_rel_mlp_all.csv,growacq,jobshop,obj_class,simple_rel,mlp,All 8,289.5,1679.875,1679.875,0,0,589.875,589.875,779.375,310.625,26.5984875,1.370575,0.671525,8.2974,532.1745125,14.551225,1128.0949,1
jobshop_growacq_obj_class_rel_dim_block_mlp_all.csv,growacq,jobshop,obj_class,rel_dim_block,mlp,All 8,251,1228,1228,0,0,527.625,527.625,419.375,281,31.15885,1.2696375,0.777175,7.7449875,481.6925375,39.4055875,954.200775,1
jobshop_growacq_obj_proba2_simple_rel_random_forest_all.csv,growacq,jobshop,obj_proba2,simple_rel,random_forest,All 8,220,1651.25,1651.25,0,0,617.25,617.25,751.25,282.75,27.4494,1.1798375,0.6215125,6.931,405.2817875,19.1414625,1026.053175,1
jobshop_growacq_obj_proba2_rel_dim_svm_all.csv,growacq,jobshop,obj_proba2,rel_dim,svm,All 8,220,1225.125,1225.125,0,0,561.25,561.25,417.75,246.125,31.4727875,6.4456375,3.5083125,50.28865,3827.450525,32.1103875,4298.443825,1
jobshop_growacq_obj_proba_rel_dim_naive_bayes_all.csv,growacq,jobshop,obj_proba,rel_dim,naive_bayes,All 8,302.25,1374,1374,0,0,827.375,827.375,342,204.625,25.7424125,0.4266375,0.4069,5.2431875,67.323325,33.7128625,558.9556375,1
jobshop_growacq_obj_class_simple_rel_random_forest_all.csv,growacq,jobshop,obj_class,simple_rel,random_forest,All 8,220,1632.125,1632.125,0,0,589,589,767.75,275.375,27.4303375,1.161525,0.602475,6.76055,398.1733625,18.678875,983.27545,1
jobshop_growacq_obj_class_rel_dim_decision_tree_all.csv,growacq,jobshop,obj_class,rel_dim,decision_tree,All 8,220,1260.5,1260.5,0,0,582.875,582.875,478.375,199.25,31.0479,0.5727125,0.4307,4.9208625,48.5480875,32.3811375,542.7985625,1
jobshop_growacq_obj_proba2_rel_dim_random_forest_all.csv,growacq,jobshop,obj_proba2,rel_dim,random_forest,All 8,220,1080.125,1080.125,0,0,566.875,566.875,338.375,174.875,33.7853,1.279375,0.89885,8.4571375,527.95565,33.0845125,970.0742875,1
jobshop_growacq_obj_class_rel_dim_block_random_forest_all.csv,growacq,jobshop,obj_class,rel_dim_block,random_forest,All 8,220,1117.375,1117.375,0,0,521.125,521.125,359.625,236.625,33.587025,1.592275,1.0290375,10.8065375,667.7144375,41.9253625,1149.348438,1
jobshop_growacq_obj_proba_rel_dim_block_svm_all.csv,growacq,jobshop,obj_proba,rel_dim_block,svm,All 8,220,1099.375,1099.375,0,0,525.5,525.5,313.625,260.25,33.7732125,9.374625,5.334425,83.5750125,5461.104175,30.295325,5869.6895,1
jobshop_growacq_obj_class_rel_dim_logistic_regression_all.csv,growacq,jobshop,obj_class,rel_dim,logistic_regression,Last 20 of 16,220,1077.5,1077.5,0,0,518.875,518.875,319.875,238.75,34.4274125,0.6538875,0.50245,4.920575,121.0293875,28.2782125,541.1976375,1
jobshop_growacq_obj_class_rel_dim_mlp_all.csv,growacq,jobshop,obj_class,rel_dim,mlp,All 8,271.25,1077.375,1077.375,0,0,527.375,527.375,316.5,233.5,34.0400875,2.0241875,1.2987875,12.8090375,964.4930375,27.4033625,1399.600838,1
jobshop_growacq_obj_proba_simple_rel_decision_tree_all.csv,growacq,jobshop,obj_proba,simple_rel,decision_tree,All 8,220,1650.875,1650.875,0,0,591.75,591.75,777.5,281.625,27.193075,0.605075,0.376925,4.3208375,15.2540875,14.80605,622.1899875,1
jobshop_growacq_obj_proba2_rel_dim_block_logistic_regression_all.csv,growacq,jobshop,obj_proba2,rel_dim_block,logistic_regression,Last 20 of 16,220,1243,1243,0,0,690.875,690.875,334,218.125,30.0791375,0.9158875,0.6943,6.7574375,407.1575,38.2833375,863.0077,1
jobshop_growacq_obj_proba2_rel_dim_block_random_forest_all.csv,growacq,jobshop,obj_proba2,rel_dim_block,random_forest,All 8,220,1149.625,1149.625,0,0,599.25,599.25,365.625,184.75,32.74265,1.6020125,1.09165,10.4794875,781.68905,42.8415,1254.46305,1
jobshop_growacq_obj_proba2_rel_dim_logistic_regression_all.csv,growacq,jobshop,obj_proba2,rel_dim,logistic_regression,Last 20 of 16,220,1095.625,1095.625,0,0,611.5,611.5,271.125,213,33.1501875,0.6322125,0.5271375,5.059525,151.30595,28.3485875,575.84775,1
jobshop_growacq_obj_proba_rel_dim_block_naive_bayes_all.csv,growacq,jobshop,obj_proba,rel_dim_block,naive_bayes,All 8,296.5,1406.75,1406.75,0,0,820.125,820.125,371.75,214.875,25.5465125,0.5401,0.4765875,5.870525,157.1228,45.0159,670.40845,1
jobshop_growacq_obj_class_rel_dim_svm_all.csv,growacq,jobshop,obj_class,rel_dim,svm,All 8,220,1249.75,1249.75,0,0,541.625,541.625,441.25,266.875,31.30735,7.3950375,3.8386125,57.47975,4300.310513,35.96785,4799.582738,1
jobshop_growacq_obj_proba_simple_rel_logistic_regression_all.csv,growacq,jobshop,obj_proba,simple_rel,logistic_regression,Last 20 of 16,220,1673.25,1673.25,0,0,581.125,581.125,780.375,311.75,26.4979625,0.5595,0.3301875,3.6204375,29.870075,12.5002625,552.5331625,1
jobshop_growacq_obj_proba_simple_rel_random_forest_all.csv,growacq,jobshop,obj_proba,simple_rel,random_forest,All 8,220,1634.875,1634.875,0,0,590.5,590.5,764.5,279.875,27.4079375,1.1531125,0.597075,6.7422125,396.79905,18.4458,975.9743,1
jobshop_growacq_obj_proba2_rel_dim_block_naive_bayes_all.csv,growacq,jobshop,obj_proba2,rel_dim_block,naive_bayes,All 8,297,1406.25,1406.25,0,0,825.875,825.875,366.25,214.125,25.6022625,0.5477375,0.4832875,6.0074375,159.2765,45.373375,679.4987125,1
jobshop_growacq_obj_class_rel_dim_block_decision_tree_all.csv,growacq,jobshop,obj_class,rel_dim_block,decision_tree,All 8,220,1243.375,1243.375,0,0,605.125,605.125,462.375,175.875,31.3468875,0.6290125,0.4832125,5.359175,99.5280375,41.8374,600.749375,1
jobshop_growacq_obj_proba_rel_dim_block_mlp_all.csv,growacq,jobshop,obj_proba,rel_dim_block,mlp,All 8,253.25,1231.25,1231.25,0,0,537.125,537.125,419.375,274.75,31.055575,1.30505,0.8025875,8.0528875,508.296925,39.8466625,987.8235625,1
jobshop_growacq_obj_proba_rel_dim_block_logistic_regression_all.csv,growacq,jobshop,obj_proba,rel_dim_block,logistic_regression,Last 20 of 16,220,1107.625,1107.625,0,0,566.375,566.375,339,202.25,33.4727125,0.9185375,0.6754125,6.6193375,307.0027,37.386175,748.058675,1
jobshop_growacq_obj_proba2_simple_rel_naive_bayes_all.csv,growacq,jobshop,obj_proba2,simple_rel,naive_bayes,All 8,327,1691.5,1691.5,0,0,625.875,625.875,753.375,312.25,27.1184375,0.662225,0.4045375,4.66325,12.78465,17.4266875,684.1590875,1
jobshop_growacq_obj_proba2_rel_dim_block_decision_tree_all.csv,growacq,jobshop,obj_proba2,rel_dim_block,decision_tree,All 8,220,1254.75,1254.75,0,0,605.875,605.875,461.875,187,31.0455875,0.63585,0.4843125,5.4211125,99.312625,41.6459125,607.6478625,1
