C,max_iter,penalty,solver,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_test_f1,std_test_f1,mean_test_f1_weighted,std_test_f1_weighted,mean_test_accuracy,std_test_accuracy,mean_fit_time,std_fit_time
1.0,3000,l1,liblinear,0.9813376621295002,0.004836467188265159,0.9768340755729137,0.00651307853992326,0.9981158054445739,0.00052549653369242,0.9981687242798353,0.00050369791383898,4.018077802658081,1.5981664557105173
10.0,1000,l2,saga,0.9813108208148854,0.00489329837194186,0.9762462203002308,0.006768755227153721,0.9980654928406458,0.00054714223499878,0.9981172839506172,0.0005253503083255801,24.846493911743163,2.330349690824144
10.0,3000,l2,saga,0.9813108208148854,0.00489329837194186,0.9762462203002308,0.006768755227153721,0.9980654928406458,0.00054714223499878,0.9981172839506172,0.0005253503083255801,26.49681158065796,4.978557895335829
10.0,2000,l2,saga,0.9813108208148854,0.00489329837194186,0.9762462203002308,0.006768755227153721,0.9980654928406458,0.00054714223499878,0.9981172839506172,0.0005253503083255801,28.02978858947754,3.423505924243362
10.0,4000,l2,saga,0.9813108208148854,0.00489329837194186,0.9762462203002308,0.006768755227153721,0.9980654928406458,0.00054714223499878,0.9981172839506172,0.0005253503083255801,25.28937077522278,5.445853086013712
10.0,5000,l2,saga,0.9813108208148854,0.00489329837194186,0.9762462203002308,0.006768755227153721,0.9980654928406458,0.00054714223499878,0.9981172839506172,0.0005253503083255801,22.24429383277893,3.079933120815258
1.0,5000,l1,saga,0.9812142053393769,0.00491317776918542,0.976686224040494,0.00659518649422752,0.9981045400876644,0.0005316019056783199,0.9981584362139918,0.0005092249641821201,71.60610108375549,9.451038118022185
1.0,2000,l1,saga,0.9812142053393769,0.00491317776918542,0.976686224040494,0.00659518649422752,0.9981045400876644,0.0005316019056783199,0.9981584362139918,0.0005092249641821201,69.19545350074767,11.095559250695976
1.0,4000,l1,saga,0.9812142053393769,0.00491317776918542,0.976686224040494,0.00659518649422752,0.9981045400876644,0.0005316019056783199,0.9981584362139918,0.0005092249641821201,73.54366555213929,9.415379984694573
1.0,3000,l1,saga,0.9812142053393769,0.00491317776918542,0.976686224040494,0.00659518649422752,0.9981045400876644,0.0005316019056783199,0.9981584362139918,0.0005092249641821201,67.52055006027221,7.613529493109421
1.0,1000,l1,saga,0.98096729175913,0.00482693501144222,0.9763994791362809,0.006468078571542959,0.9980823689182403,0.0005209740939587599,0.9981378600823045,0.00049865396149812,48.15708665847778,3.709292451552448
1.0,1000,l2,saga,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,40.02010436058045,5.252976342629868
1.0,3000,l2,saga,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,56.798047161102296,5.336677778008076
1.0,1000,l2,liblinear,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,0.4457262516021728,0.0867718727496424
1.0,3000,l2,liblinear,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,0.4716189384460449,0.0665448973836427
1.0,2000,l2,liblinear,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,0.3704699039459228,0.1095713433546724
1.0,5000,l2,saga,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,54.10867614746094,13.768495364709883
1.0,5000,l2,liblinear,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,0.4593886375427246,0.0664264596968864
1.0,4000,l2,saga,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,54.721593379974365,7.492395051809875
1.0,4000,l2,liblinear,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,0.3955754280090332,0.0505378103362383
1.0,2000,l2,saga,0.9794229186105227,0.00434671951031756,0.9758176540626462,0.00574033787434142,0.9980484036847936,0.00046102348525723996,0.9981172839506172,0.00043988799381128004,55.85081257820129,4.470831505976231
0.1,5000,l1,saga,0.9771408314536767,0.00488490743159852,0.97426865953072,0.005771739983994861,0.9979433836612926,0.00045429942215718,0.9980349794238684,0.00042340287524922,30.3498526096344,3.367946688227073
0.1,2000,l1,saga,0.9771408314536767,0.00488490743159852,0.97426865953072,0.005771739983994861,0.9979433836612926,0.00045429942215718,0.9980349794238684,0.00042340287524922,27.45485806465149,4.7566079594027535
0.1,3000,l1,saga,0.9771408314536767,0.00488490743159852,0.97426865953072,0.005771739983994861,0.9979433836612926,0.00045429942215718,0.9980349794238684,0.00042340287524922,29.43567862510681,3.5226425671170905
0.1,4000,l1,saga,0.9771408314536767,0.00488490743159852,0.97426865953072,0.005771739983994861,0.9979433836612926,0.00045429942215718,0.9980349794238684,0.00042340287524922,26.50690121650696,2.6028409767977947
0.1,1000,l1,saga,0.9771408314536767,0.00488490743159852,0.97426865953072,0.005771739983994861,0.9979433836612926,0.00045429942215718,0.9980349794238684,0.00042340287524922,31.192680215835573,3.523507650328493
0.1,5000,l1,liblinear,0.9769355174440151,0.00506175625080038,0.9742623041593624,0.00592850810342236,0.997926906718978,0.00050148598181002,0.9980200149644596,0.00046928488783849997,0.841160249710083,0.1761814032014261
0.1,4000,l1,liblinear,0.9769355174440151,0.00506175625080038,0.9742623041593624,0.00592850810342236,0.997926906718978,0.00050148598181002,0.9980200149644596,0.00046928488783849997,0.7930159091949462,0.2829864358981181
0.1,3000,l1,liblinear,0.9769355174440151,0.00506175625080038,0.9742623041593624,0.00592850810342236,0.997926906718978,0.00050148598181002,0.9980200149644596,0.00046928488783849997,1.0382723331451416,0.2289242397019783
0.1,2000,l1,liblinear,0.9769355174440151,0.00506175625080038,0.9742623041593624,0.00592850810342236,0.997926906718978,0.00050148598181002,0.9980200149644596,0.00046928488783849997,1.1818912982940677,0.253301157642476
0.1,1000,l1,liblinear,0.9769355174440151,0.00506175625080038,0.9742623041593624,0.00592850810342236,0.997926906718978,0.00050148598181002,0.9980200149644596,0.00046928488783849997,1.1035933017730712,0.250400145538441
0.1,4000,l2,saga,0.9628066893924059,0.00893899760804254,0.9584418720420551,0.0103594335028584,0.9950332061022069,0.00117889947198736,0.9951758323980547,0.0011237732044875,15.730385494232175,1.9681035139637528
0.1,3000,l2,saga,0.9628066893924059,0.00893899760804254,0.9584418720420551,0.0103594335028584,0.9950332061022069,0.00117889947198736,0.9951758323980547,0.0011237732044875,17.164306926727296,1.8344032648148576
0.1,5000,l2,saga,0.9628066893924059,0.00893899760804254,0.9584418720420551,0.0103594335028584,0.9950332061022069,0.00117889947198736,0.9951758323980547,0.0011237732044875,19.23889808654785,1.5777742842141396
0.1,2000,l2,saga,0.9628066893924059,0.00893899760804254,0.9584418720420551,0.0103594335028584,0.9950332061022069,0.00117889947198736,0.9951758323980547,0.0011237732044875,16.28662943840027,2.6935793420978587
0.1,1000,l2,saga,0.9628066893924059,0.00893899760804254,0.9584418720420551,0.0103594335028584,0.9950332061022069,0.00117889947198736,0.9951758323980547,0.0011237732044875,17.193112087249755,1.6818595274506287
0.1,4000,l2,liblinear,0.9568441068510245,0.01122434381831486,0.952018676987227,0.0130186527357149,0.9945214738548188,0.00138609149016286,0.9946922933034044,0.00131475324435168,0.4096541404724121,0.1238450660909015
0.1,5000,l2,liblinear,0.9568441068510245,0.01122434381831486,0.952018676987227,0.0130186527357149,0.9945214738548188,0.00138609149016286,0.9946922933034044,0.00131475324435168,0.4151844024658203,0.074509093454022
0.1,3000,l2,liblinear,0.9568441068510245,0.01122434381831486,0.952018676987227,0.0130186527357149,0.9945214738548188,0.00138609149016286,0.9946922933034044,0.00131475324435168,0.4338419437408447,0.1199549720456474
0.1,2000,l2,liblinear,0.9568441068510245,0.01122434381831486,0.952018676987227,0.0130186527357149,0.9945214738548188,0.00138609149016286,0.9946922933034044,0.00131475324435168,0.3807369709014893,0.1103426392217624
0.1,1000,l2,liblinear,0.9568441068510245,0.01122434381831486,0.952018676987227,0.0130186527357149,0.9945214738548188,0.00138609149016286,0.9946922933034044,0.00131475324435168,0.4623681545257568,0.0869141725873599
