activation,alpha,hidden_layer_sizes,learning_rate_init,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_test_f1,std_test_f1,mean_test_f1_weighted,std_test_f1_weighted,mean_test_accuracy,std_test_accuracy,mean_fit_time,std_fit_time
tanh,0.001,"(64,)",0.01,0.983855871093728,0.0041899706755201,0.9784276268902957,0.0036666356368636396,0.9982274313474718,0.00029335713733461997,0.9982613168724279,0.000280268216257,6.253709745407105,1.695831111776531
tanh,0.0001,"(32,)",0.001,0.9837946467841043,0.00262507728938144,0.9796079772657981,0.0037703637599872603,0.9983284617643203,0.00031635335293222003,0.9983641975308641,0.00031252010711172,13.278419637680054,3.762407838177729
tanh,0.0001,"(32, 32)",0.01,0.9837707130529424,0.00446083523591854,0.9757809667331683,0.0026291380077468,0.9979865855652867,0.0002478046653234,0.9980041152263375,0.00027286296732212,9.472284936904908,1.9618551591906448
relu,0.001,"(16,)",0.1,0.9835919405130552,0.00415009016447564,0.9754074208318645,0.0056951835058116195,0.9979566104505109,0.0005150719460556201,0.9979732510288066,0.00054603013799794,3.601104545593261,0.9179547444611288
relu,0.001,"(128,)",0.001,0.9835813217848355,0.0035230897029455603,0.9774975885492015,0.004082196109492201,0.9981477681563181,0.00034439944153944,0.998179012345679,0.00034322674379168,26.30036406517029,4.596865998256822
tanh,0.01,"(8,)",0.001,0.983546787680555,0.00478095918365638,0.9767540303481814,0.00312244299017942,0.9980805578105688,0.00029893687877047997,0.9981069958847737,0.00033183375316462005,6.792071390151977,1.057872500096122
relu,0.0001,"(32, 32)",0.01,0.9835041076005184,0.00270020098513482,0.9781309719872657,0.00367988849845106,0.9981994391538217,0.00031988478322704,0.9982304526748971,0.00032727765741606,16.419188499450684,5.6175900496971165
relu,0.0001,"(64,)",0.01,0.9833052446688144,0.0034901056568564597,0.9790411835141452,0.0028829732651857397,0.9982845214942394,0.00023521720251458,0.9983230452674897,0.00022536891296221997,13.760154962539673,3.504177756169085
tanh,0.01,"(64,)",0.001,0.9832517142848205,0.00248621781254126,0.9780159553721413,0.0042107528843225205,0.9981953952989343,0.00036009567720484,0.9982304526748971,0.00036206284730174,8.690740728378296,1.3825831519617475
relu,0.001,"(32,)",0.01,0.9832283768153944,0.0027881548826612,0.9748858444473376,0.00464215882326358,0.9979201157987736,0.00040833147475825994,0.9979423868312758,0.00042463207674774,7.029607582092285,0.9715381680895336
tanh,0.001,"(16,)",0.001,0.9831787568232198,0.00223900339163102,0.9789161853526238,0.0034621938208974205,0.9982742949189433,0.00028726798181457995,0.998312757201646,0.000282356328765,7.476716947555542,1.1616729093928508
relu,0.1,"(64, 64)",0.001,0.9831718469390271,0.00385083193296996,0.9763506661700564,0.00454221583967344,0.9980481049705248,0.00040868556007452007,0.9980761316872429,0.0004307289322953,30.8331401348114,6.335827716970793
relu,0.0001,"(16, 16)",0.001,0.9831245765791806,0.0034818087977307997,0.9754821154017836,0.0051512543328715,0.9979757109615799,0.00045603798712983996,0.9980041152263375,0.0004736794642483,9.315873050689698,1.5888429620879907
relu,0.001,"(32, 32)",0.001,0.9831112890325988,0.00329156587384354,0.9775970611342204,0.00421701853392502,0.9981569286597477,0.00038279358689286,0.9981893004115225,0.00040372908817664,17.03051977157593,12.975112876729655
tanh,0.0001,"(16,)",0.001,0.9830499323465693,0.0018431402255249401,0.9786612787196077,0.00321578885475012,0.9982533995222098,0.00026937799959312,0.9982921810699589,0.00026715972942232,8.581299448013306,0.7928203928881897
tanh,0.0001,"(8,)",0.001,0.9829808954154405,0.0032031323555379203,0.9771630312387296,0.00388044277408466,0.9981235938120208,0.00033503629845052,0.9981584362139918,0.00033902214974208003,6.942805576324463,1.703252917326523
relu,0.001,"(64,)",0.001,0.9829097058002645,0.004183706490196721,0.9781338902477733,0.00327429181756664,0.9982108877444977,0.00027351494125348,0.9982510288065842,0.00027149778125147995,16.982746362686157,3.013563558629631
relu,0.001,"(128,)",0.01,0.9828872289343208,0.00326172158146398,0.9775747132203854,0.0027931250720786603,0.9981616026125785,0.00022448725347046003,0.9981995884773663,0.00021538603174058,16.256082153320314,3.6944648566938447
relu,0.001,"(16, 16)",0.001,0.9828461960058471,0.0027360273392828803,0.9768515287247184,0.004148990911651,0.9981007375146256,0.00035184359595268,0.9981378600823045,0.0003497603579312,8.972044420242309,1.2654047084308613
tanh,0.001,"(8,)",0.001,0.9828237104939653,0.0033908896581003795,0.9763653986399475,0.00443039286657032,0.998054158626611,0.00038965931944642004,0.9980864197530863,0.00040189309478596,7.404464197158814,1.8830777215732573
relu,0.1,"(32, 32)",0.001,0.9827961132167197,0.0040796279096806404,0.9758489251425733,0.00471965766646834,0.9980067078735099,0.0004294015372853999,0.9980349794238684,0.00045732707020138,14.722634029388429,1.6689419892022157
tanh,0.01,"(64,)",0.01,0.9827707486769904,0.00713387494870876,0.9762865487671002,0.007491735694656621,0.9980423631855455,0.00063178156556098,0.9980761316872429,0.0006193544873365599,6.258423376083374,0.6105663869391825
tanh,0.01,"(128,)",0.001,0.9827409819517193,0.00213576198318662,0.9771469046553383,0.005082126765207399,0.9981223101295129,0.00044545308512302,0.9981584362139918,0.00045745635038597996,11.79710078239441,2.2941583467655877
relu,0.0001,"(32,)",0.01,0.98272092568197,0.00325074842390692,0.9765295642769836,0.00314328719125204,0.9980716994227539,0.00027672245897052,0.9981069958847737,0.00028855003344595997,7.486790418624878,3.114064895133508
tanh,0.0001,"(64,)",0.001,0.9827075687666701,0.0035176173541930796,0.9787698500400029,0.0043175816215134406,0.9982625980501817,0.00036967975837534,0.9983024691358026,0.00037329188890555993,13.516157102584838,3.5627946330476474
tanh,0.0001,"(16, 16)",0.01,0.9826419650991841,0.0031277034223170393,0.977440175928445,0.004084126291539999,0.9981505726851436,0.00035114802531488,0.9981893004115227,0.00035708581658902,6.5624764919281,1.263363662917582
tanh,0.001,"(16, 16)",0.01,0.9826335264493057,0.00331307423740908,0.9772525288121885,0.0041488997533727,0.9981327397805663,0.00036706253403079997,0.9981687242798353,0.00038402397564892004,4.314739227294922,1.0348644538364566
relu,0.0001,"(16,)",0.001,0.9826327618407371,0.00299652774592856,0.9772165057121235,0.00368154954112566,0.9981312058115689,0.00032327914767398,0.9981687242798355,0.00033425602088190006,9.53054895401001,2.2772524333675457
relu,0.01,"(32, 32)",0.001,0.9826233872914113,0.00301885236096188,0.977052278713977,0.00477365642254894,0.9981135221306501,0.00042643356883004,0.9981481481481481,0.00044392582950172,12.650960779190063,3.281755712912228
tanh,0.001,"(32, 32)",0.01,0.9826037519911883,0.00293705151847122,0.9791291109474882,0.00234869187680164,0.9982989425880294,0.000193669301118,0.998343621399177,0.00018830164998406,4.910323143005371,1.151512127489697
relu,0.001,"(64,)",0.01,0.9825307183300784,0.004673689954525701,0.9772129952886613,0.0039174775075430995,0.9981297265204775,0.00033974142606492,0.9981687242798355,0.00034862796736936,11.401781797409058,2.5086366757864225
relu,0.0001,"(64,)",0.001,0.9825276415413887,0.004197597591992839,0.9773986923729183,0.0034553895305864404,0.9981491900722734,0.00030048944779708004,0.9981893004115227,0.00030918625281666,18.597217321395878,6.399145289655916
relu,0.001,"(16, 16)",0.01,0.9824956311403795,0.00494914452033504,0.976371943493357,0.00443598192840728,0.9980592103678237,0.00037239435478032,0.9980967078189302,0.00037084265201896,6.891283369064331,1.5196839638772237
tanh,0.01,"(8, 8)",0.001,0.9824870754598951,0.00374798276045306,0.9766545634849235,0.0044539382101765595,0.9980819510343324,0.00039851360169310005,0.9981172839506172,0.0004207950705548601,7.109797048568725,0.6037575614959663
tanh,0.0001,"(8,)",0.01,0.9824866541034835,0.00270866042588758,0.9767725493619255,0.00401311576030816,0.9980964946400033,0.0003524199260106,0.9981378600823045,0.00036226054256187996,3.98181037902832,0.8807796384794555
relu,0.01,"(128,)",0.01,0.9824484976809928,0.00321835577821252,0.973737340137108,0.006684944689963779,0.9978241655752207,0.00062041041570224,0.997849794238683,0.00066551524046774,12.74376254081726,3.758439152451964
relu,0.01,"(64,)",0.001,0.9824249484013379,0.00390215170967446,0.9777382842753763,0.002678430913548,0.9981789661257707,0.00024356988061148,0.9982201646090534,0.00026222457633812,18.492126512527467,2.045495274640738
relu,0.001,"(8,)",0.1,0.9823903056654419,0.00630510440147686,0.9694333692848233,0.00959428366136752,0.9974352179274945,0.000890608622594,0.9974382716049381,0.0009650066650855601,2.528773546218872,0.6016163704927677
tanh,0.01,"(16,)",0.01,0.982356583930768,0.0026312551928140402,0.9787624932973855,0.0028104412019256397,0.998267889728574,0.00023283886052530002,0.998312757201646,0.00022590055484234,4.195813369750977,0.5734893180520615
tanh,0.01,"(16,)",0.001,0.9823343054734544,0.00310286392269032,0.9782935293293953,0.0038029532551624597,0.9982276543133928,0.00031726177576758,0.9982716049382716,0.0003119310133836,7.086046028137207,0.7092319253239531
relu,0.01,"(128,)",0.001,0.9823068520927933,0.00273575366972164,0.9776855487999543,0.0035765726394605597,0.998176747995563,0.00029741894608852,0.9982201646090534,0.00029156563024428,22.82510838508606,6.605307537520993
relu,0.0001,"(128,)",0.001,0.98229459470755,0.00323471750254848,0.9774617634804826,0.0037910074529508204,0.998157016641638,0.00032030172854706,0.9981995884773662,0.00031877532887796,24.459892559051514,2.1006680225003267
relu,0.001,"(64, 64)",0.01,0.982220976313308,0.0037173218643251397,0.9783471162000549,0.00283918422185652,0.9982354342566125,0.00022560232043958,0.9982818930041152,0.0002143095518569,28.00799951553345,17.602208143160112
tanh,0.0001,"(64, 64)",0.01,0.9821702325915392,0.0037692411501111,0.9772783569978658,0.00313701931873224,0.9981389206551959,0.00029453496305804005,0.998179012345679,0.00032172641053897997,11.324357175827028,2.2667100973883274
relu,0.01,"(16, 16)",0.001,0.9821198855082525,0.00285257146079286,0.9762616699265922,0.00419983749105154,0.9980555596079317,0.00035815183420892,0.99809670781893,0.00035857852932208,8.470830011367799,1.7173060879944697
tanh,0.01,"(32,)",0.01,0.9820738456351548,0.0032680214922913204,0.977736620009496,0.0026085380753761997,0.9981839032845968,0.00022514750765846,0.9982304526748971,0.00022989883248001998,4.910636568069458,0.8449481777993648
relu,0.001,"(16, 16)",0.1,0.9820524407734661,0.0050060056876215404,0.9748547384702642,0.00222818851352036,0.9979351088114778,0.0002049404430286,0.9979732510288066,0.00022810785869608,3.892523860931397,1.426653231409421
relu,0.0001,"(16,)",0.01,0.9819395599062128,0.00418810606387936,0.974889965966477,0.00448017884144732,0.9979362620744624,0.00039049386672928004,0.9979732510288066,0.00040262889635452005,3.940148878097534,0.9912105951605282
relu,0.01,"(16,)",0.001,0.9819050772532201,0.0027818337779194403,0.976759697625033,0.00439475650106732,0.9980966780532965,0.00039337538515916,0.9981378600823045,0.00041095935501476,10.151198387145996,1.1475972344441734
relu,0.01,"(64,)",0.01,0.9818046103394147,0.00205284964544114,0.9770594429477374,0.00420196434055746,0.9981247448890829,0.00037096557035296,0.9981687242798353,0.00038205276466726003,7.563225364685058,1.9757696943448784
tanh,0.01,"(32,)",0.001,0.981710277161695,0.0029804498313524596,0.9774854520593845,0.00446406304690086,0.9981633226846759,0.00038181837909885997,0.9982098765432099,0.00038598087080456004,9.081980657577514,1.0760450935722825
relu,0.1,"(16,)",0.01,0.981709559681445,0.00580958712597704,0.9750210528609781,0.004779129380773741,0.9979521112122132,0.00040756886938678,0.9979938271604938,0.00041696919381746,5.307169532775879,1.2151281438881585
tanh,0.001,"(8, 8)",0.001,0.9816880403544073,0.00258444913968804,0.9769639182636837,0.00307014773308392,0.998120939133431,0.0002568193492424,0.9981687242798355,0.00025164542828718,5.997668170928955,1.8552110848761607
relu,0.1,"(8,)",0.01,0.9816412531994733,0.00429228285781924,0.9758774746884764,0.0032703831481807,0.9980293981079342,0.0002591783035053,0.9980761316872429,0.00024223459230092,4.291227388381958,1.3977607188880583
relu,0.1,"(8, 8)",0.001,0.9816282398515993,0.0020678633607153,0.9757378453504423,0.00457277396457806,0.9980131229513374,0.00039437490344308,0.9980555555555555,0.0004011554041155,9.854120302200318,1.341307279209499
tanh,0.1,"(8, 8)",0.01,0.9816168863435083,0.00419722658623636,0.9756301897130875,0.0038573043817656805,0.9980033212076869,0.00035582638257008,0.9980452674897119,0.00038165677671968,5.106757307052613,0.5536419553368657
tanh,0.001,"(64, 64)",0.01,0.981545450901842,0.0032489296979857397,0.9765033984251357,0.00296087615937914,0.9980812442200897,0.00026553169996926,0.9981275720164609,0.0002785278413186,8.984380865097046,1.4135755045638057
relu,0.0001,"(16,)",0.1,0.9814679608954477,0.0038375540903159795,0.9748138994577193,0.00395641045495398,0.9979331756949937,0.0003620692333078,0.9979732510288066,0.00038559062212240004,4.501288318634034,0.6259106400450831
tanh,0.1,"(16, 16)",0.001,0.9814286769346451,0.00336876419102052,0.9763528485792217,0.004289311877896241,0.9980696279576634,0.00035892791919468,0.9981172839506172,0.00035416417649445996,8.717992162704467,0.7225636326213779
relu,0.001,"(16,)",0.01,0.9814037685864345,0.0046522414951789,0.9756875421044058,0.0041750838348896795,0.9980104826383712,0.00035895268631278,0.9980555555555556,0.00036276987953822,4.413590908050537,1.8896084455179416
relu,0.01,"(8, 8)",0.01,0.9813828939708704,0.00587291450013544,0.9730506696981355,0.0035903190354957598,0.9977823966940569,0.00032354331630655997,0.9978189300411522,0.00035230420516708,5.870715236663818,1.5037093429676471
tanh,0.1,"(8,)",0.001,0.9813077021131518,0.00429386051333972,0.9762859637074538,0.00310522972296744,0.9980672095678493,0.00025273564862866003,0.9981172839506172,0.00024711550876938004,7.624397945404053,1.0546287734160935
relu,0.0001,"(16, 16)",0.01,0.9812824990002392,0.0039430391151686,0.9758047910594982,0.00441599419729916,0.9980259961550011,0.00036812004014212,0.9980761316872429,0.00036362513918054005,8.230490493774415,1.7941332470080231
tanh,0.0001,"(8, 8)",0.01,0.9812778355070243,0.00291838961486438,0.9782855181509543,0.00252130582522072,0.9982383101494587,0.00020602434611178,0.9982921810699589,0.0002006391871502,3.316400051116944,0.92279217628814
relu,0.01,"(32,)",0.001,0.9812225707683797,0.00250950429698734,0.9770140295270424,0.00423708977630154,0.9981283045492425,0.00036107122926656,0.998179012345679,0.00036104759081358,11.789187335968018,3.3127438827029643
tanh,0.1,"(128,)",0.001,0.9812098523089696,0.0030744850029870404,0.9764686997199584,0.0033970356530867,0.9980791593140481,0.00028978702168883997,0.9981275720164609,0.00029331530285038,16.109791660308836,1.687646003878291
relu,0.001,"(32,)",0.001,0.9811988306933894,0.0030937806882254,0.9765211527796215,0.0031127562994791797,0.9980873462761306,0.00026695115899152,0.9981378600823045,0.00027058929643788,10.82716245651245,3.056134463162031
relu,0.0001,"(32,)",0.001,0.9811788718725424,0.00287925369128912,0.9760717529254507,0.0038676916365261798,0.9980478506020521,0.00033375523732782,0.99809670781893,0.00033855010064542,11.12537350654602,3.071809187921424
relu,0.0001,"(8, 8)",0.01,0.9811466671943695,0.0040028304164471,0.9753485146170207,0.0030061393675155203,0.9979868302578356,0.00025960302253726,0.9980349794238684,0.00026715972942232,6.162477207183838,2.098629546031305
relu,0.01,"(16, 16)",0.01,0.9811250659024859,0.00431915660745466,0.977030438748573,0.00510355378650212,0.9981282648360802,0.00041953540627498004,0.998179012345679,0.0004072319201148,6.693512010574341,1.4826484193047431
tanh,0.0001,"(8, 8)",0.001,0.9810975962774151,0.0027825618222788403,0.9768357341433793,0.0029900211086512202,0.9981158267861332,0.00025046246984732,0.9981687242798355,0.00024711550876938004,7.838298225402832,1.2147727597719915
relu,0.1,"(128,)",0.001,0.9810621568588684,0.00375728884602754,0.9784735940225303,0.0032086564790254194,0.9982562622392319,0.00025309541114574,0.998312757201646,0.00023442002199364,17.96523323059082,3.2064847237689467
tanh,0.1,"(16,)",0.01,0.9810076647801571,0.00463597573050412,0.9749586891489048,0.00476727806819798,0.9979494073133489,0.0004322285748185,0.9979938271604938,0.00045741948886312,4.312473392486572,0.6287208611661625
tanh,0.01,"(16, 16)",0.01,0.9809839120180562,0.0044217368032612395,0.9769162841507057,0.005942874071978041,0.9981187612834527,0.0004990197618464801,0.9981687242798355,0.00049642916825946,4.073189640045166,0.6433433366349564
relu,0.0001,"(8,)",0.001,0.9809173815678724,0.00428445970472596,0.975381868957076,0.00324549988450448,0.9979936465540818,0.00026318475986132004,0.9980452674897119,0.0002578592284243,8.459214162826537,0.795416173113723
tanh,0.1,"(64, 64)",0.001,0.9808953042223896,0.00278239434260756,0.9776004803994927,0.0032293334192091,0.998184176525067,0.00027176275600658,0.9982407407407408,0.0002692987344763,24.85458984375,1.5435133954744906
relu,0.0001,"(8,)",0.1,0.9808905402532575,0.00422660731041966,0.9747857752579063,0.003044036789728,0.9979430049101431,0.0002382212425708,0.9979938271604938,0.0002244095368075,3.4529977321624754,0.6816672388582087
relu,0.001,"(16,)",0.001,0.9808614238458022,0.00228876008151962,0.9768037487477816,0.00335733412148976,0.9981146646519633,0.00028718314516138003,0.9981687242798353,0.00028855003344595997,10.326774978637696,1.468267191256825
relu,0.1,"(8,)",0.001,0.9807924056475391,0.00425295867380258,0.9752390302226589,0.00296328679161336,0.9979825626122102,0.00023979751514366,0.9980349794238684,0.0002362930894224,9.071382427215577,1.5276442947856543
tanh,0.1,"(8, 8)",0.001,0.9807816544235985,0.0035444052963279,0.9751262341485953,0.0049800861601929204,0.9979670334492814,0.00043987731926159993,0.998014403292181,0.0004567089199824001,9.19352879524231,0.8822334365137602
relu,0.01,"(8,)",0.01,0.9807105074145204,0.00351640234113768,0.973694449114355,0.00765111366359392,0.9978439047384692,0.00065161757042324,0.9978909465020577,0.00065580673504596,3.4268142700195314,0.5564070794585967
relu,0.0001,"(64,)",0.1,0.9807072786257361,0.00381385765338436,0.9759273522129878,0.0034192507438708998,0.9980421352511986,0.0002846324323404,0.99809670781893,0.00028172433677912,5.356361007690429,1.0828462271511128
relu,0.001,"(32,)",0.1,0.9806737282530937,0.00549250100771336,0.9732313974654124,0.006718356521880961,0.9977945647260151,0.0006357972103635,0.9978292181069959,0.00069964651279146,4.810365724563599,1.2122136634679133
relu,0.1,"(64,)",0.001,0.9806060999956395,0.0035265886862034398,0.9764285318932877,0.0033433547825868796,0.9980834580979174,0.0003063413977526,0.9981378600823045,0.00032540566108618,14.446947383880616,1.9554104036355875
relu,0.0001,"(64, 64)",0.01,0.9805994592406069,0.0020472470924314,0.9756581700260509,0.0038847233991849404,0.9980084714007141,0.0003343697896337,0.9980555555555556,0.0003378525233057,28.57254195213318,8.426745851533493
tanh,0.001,"(8,)",0.1,0.9805837675023457,0.00617699454107906,0.9733995723564245,0.00543007835949482,0.9978123425956837,0.00052763698359432,0.997849794238683,0.00059777369330172,2.8254551887512207,0.7613561468970612
tanh,0.1,"(16,)",0.001,0.980503306537706,0.00448954575056758,0.9765394188326667,0.0054701414337127805,0.9980987125767762,0.0004408947818345599,0.9981584362139918,0.00042251839320834006,8.520957422256469,0.6113729098205243
tanh,0.01,"(8,)",0.01,0.9804994608633681,0.0037270069010555797,0.9765018003471541,0.00320599873466682,0.9980919063342875,0.00028479969609371996,0.9981481481481481,0.00029974823791830004,3.1456226825714118,0.6959679553895152
relu,0.1,"(16, 16)",0.001,0.9804918094380625,0.0026459186873574398,0.9763918292560401,0.0034106169121857002,0.9980820598254289,0.00030215495480658005,0.9981378600823045,0.00031245795048694006,10.421740245819093,3.005956004368046
relu,0.001,"(8, 8)",0.01,0.9804583325568104,0.00483711511286754,0.9687960849416811,0.011638126268533801,0.9973850589712443,0.0010969910004825002,0.9973971193415636,0.0011966245775120398,5.582904195785522,1.3744616969691157
tanh,0.1,"(32,)",0.001,0.9803415214202518,0.0031374619680288596,0.9756210198437347,0.00390489050115062,0.9980192808386846,0.00032694401304479996,0.9980761316872429,0.0003264072943172,11.1461847782135,1.1329788520186883
tanh,0.1,"(32, 32)",0.01,0.9803411990387219,0.0076039952760981995,0.9655527028398069,0.01246892092159898,0.9970807205952184,0.00119798999758746,0.9970679012345679,0.0013214044232358999,8.169340324401855,0.8773354836327234
relu,0.001,"(8, 8)",0.001,0.9803200420282053,0.00254978209306012,0.9751744598099877,0.0038992928710373394,0.9979798577776247,0.00033420431269988004,0.9980349794238684,0.00033760300529154,7.782517337799073,2.3935163374829043
tanh,0.1,"(8,)",0.01,0.9803189844570823,0.00355698884520224,0.9750484527288552,0.00485042904324994,0.9979639735496185,0.00041023734992962004,0.998014403292181,0.00041240652200678007,5.549311828613281,0.7700666209405463
tanh,0.001,"(8,)",0.01,0.9803095265051016,0.0026051479377384003,0.9775739883395189,0.00295806002110108,0.9981877831558,0.00024207879319946,0.9982510288065845,0.00023228769204323998,3.712081289291382,0.6740824897070137
relu,0.01,"(8, 8)",0.001,0.9802893978446022,0.00411785495330936,0.974650301240243,0.00437911125440388,0.9979319027622473,0.00039803684354228,0.9979835390946501,0.00042320502804176,8.328747224807739,3.2073119941849684
relu,0.001,"(8,)",0.01,0.9802685531131313,0.00256230236418798,0.9743996525790181,0.005459954119862399,0.9979149402055514,0.00046939798609112,0.9979732510288066,0.00047496479890367995,3.3568021774291994,0.7420044256135891
relu,0.1,"(16,)",0.001,0.9802372559604272,0.0033101900564491194,0.9759368137581272,0.00319811237608326,0.9980479135111514,0.00026521257886847997,0.9981069958847737,0.00026222457633812,11.151258659362792,2.0470191120379773
