activation,alpha,hidden_layer_sizes,learning_rate_init,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_test_f1,std_test_f1,mean_test_f1_weighted,std_test_f1_weighted,mean_test_accuracy,std_test_accuracy,mean_fit_time,std_fit_time
relu,0.01,"(8,)",0.01,0.816314201,0.091017245,0.641852431,0.154920147,0.967704509,0.020692167,0.976023236,0.015083732,4.526571703,1.073844909
tanh,0.1,"(128,)",0.1,0.807404252,0.140474412,0.636248389,0.267718027,0.971095528,0.026386127,0.976537043,0.019331419,5.764980888,1.449403718
tanh,0.001,"(32,)",0.1,0.79004119,0.165569254,0.603083804,0.358330424,0.967893834,0.032113425,0.9762598,0.02132497,4.499180365,2.104750092
relu,0.0001,"(16, 16)",0.1,0.801100044,0.162341462,0.60256936,0.31233502,0.957490111,0.026994812,0.964549052,0.018905991,4.719637489,0.956097548
tanh,0.1,"(64,)",0.1,0.789310884,0.189079996,0.566306104,0.341437189,0.964841235,0.030056362,0.970853663,0.022016705,4.638649273,1.649276544
tanh,0.0001,"(32,)",0.1,0.767113698,0.178531708,0.562205258,0.371305483,0.963699443,0.031030943,0.970451287,0.023464206,3.585866213,2.040036505
relu,0.01,"(8, 8)",0.1,0.766368161,0.11407074,0.529968041,0.243730363,0.956427149,0.02452611,0.962177504,0.019249624,6.344895411,0.850109186
tanh,0.001,"(128,)",0.1,0.771431325,0.139200515,0.508565188,0.251677151,0.942160933,0.058987356,0.941139426,0.075130981,8.713842392,3.899304165
relu,0.001,"(8,)",0.01,0.736273027,0.122272646,0.486608409,0.234211561,0.958990356,0.024535839,0.968164038,0.020517328,4.861227989,1.449587992
relu,0.01,"(64, 64)",0.1,0.746764615,0.151843528,0.484423483,0.311840158,0.945095238,0.021974866,0.952537565,0.012298623,14.05638738,2.778796538
relu,0.001,"(8, 8)",0.1,0.736801788,0.141836178,0.475506071,0.293373751,0.953554812,0.026632784,0.961059846,0.019488691,6.036344337,1.526816744
tanh,0.01,"(8,)",0.1,0.727601931,0.210745724,0.465216264,0.428578518,0.955795794,0.036085958,0.968083069,0.023208394,4.15273242,1.486117083
tanh,0.01,"(16,)",0.1,0.726270413,0.151376313,0.464891539,0.313795579,0.951278361,0.030296923,0.963440942,0.020953043,3.295352793,1.075903181
relu,0.001,"(8,)",0.001,0.717144993,0.072382824,0.450557723,0.141666031,0.962535109,0.009699099,0.970354203,0.007715911,14.9166369,2.357538263
relu,0.1,"(64, 64)",0.1,0.724287495,0.148880574,0.447683268,0.286877841,0.946214797,0.02555357,0.957140853,0.017806969,13.57957077,3.129560135
relu,0.1,"(8, 8)",0.1,0.711069329,0.182108136,0.435746158,0.369113338,0.946094442,0.030680709,0.959321388,0.020026053,4.748798275,1.524579713
relu,0.0001,"(8,)",0.001,0.698581165,0.037829502,0.416062249,0.073999767,0.960370296,0.005759375,0.968918396,0.005480143,11.31860437,3.185967864
tanh,0.001,"(64,)",0.1,0.703972545,0.113971809,0.391510339,0.20821058,0.960329433,0.011849719,0.969987996,0.008851466,6.568724728,1.068396291
tanh,0.0001,"(128,)",0.1,0.711576152,0.111121325,0.367594836,0.181306419,0.955799419,0.012832151,0.963250196,0.016571315,6.203030252,5.064953452
relu,0.001,"(8,)",0.1,0.693604405,0.107050378,0.367370434,0.186175049,0.940087207,0.013424601,0.950245475,0.006852929,3.533795309,0.699731355
tanh,0.001,"(8,)",0.1,0.682619605,0.175827044,0.358697736,0.340573356,0.953650617,0.028310669,0.965205011,0.018315724,2.633441591,0.599604825
relu,0.0001,"(8, 8)",0.1,0.67887792,0.194917663,0.356062975,0.39465027,0.946848203,0.03444256,0.959983453,0.023936552,4.432208538,2.105427766
relu,0.0001,"(8,)",0.1,0.679448092,0.0730658,0.346642157,0.16793958,0.951391903,0.017093783,0.96221177,0.015967927,3.860529041,1.049092578
tanh,0.0001,"(64,)",0.1,0.673144341,0.126486832,0.315203371,0.230255115,0.950478594,0.021231284,0.957447573,0.028237525,4.228408194,3.471160648
relu,0.0001,"(8,)",0.01,0.626953341,0.042702751,0.281825436,0.067468277,0.934634596,0.013724276,0.947583723,0.012552326,5.719793415,1.028840978
tanh,0.0001,"(8,)",0.1,0.648699749,0.075338676,0.270427292,0.141107857,0.948389614,0.018069906,0.963275613,0.013012988,4.047485065,1.393254926
tanh,0.0001,"(16,)",0.1,0.650850169,0.161081827,0.268913533,0.28982766,0.943809937,0.028019092,0.9600259,0.018056228,2.636586142,1.045763903
tanh,0.001,"(16,)",0.1,0.629122665,0.156806114,0.254616162,0.31088251,0.940213745,0.028679023,0.95685473,0.019394889,3.267309475,1.035137232
tanh,0.1,"(16, 16)",0.1,0.645316441,0.082730264,0.251640612,0.145383748,0.944815573,0.016811958,0.954661295,0.018637266,2.864765024,0.776213739
relu,0.01,"(8,)",0.1,0.609037646,0.039881228,0.199107572,0.074235152,0.923895324,0.007579715,0.945538906,0.002016989,3.646464777,0.689861275
relu,0.1,"(8,)",0.1,0.599655573,0.070218149,0.176412252,0.117238412,0.93168362,0.008025357,0.94519203,0.003960808,2.837706375,0.529708055
tanh,0.0001,"(8, 8)",0.1,0.596206971,0.137634785,0.16686509,0.232974733,0.928596175,0.019583433,0.946473496,0.010842477,2.822119617,1.101508948
tanh,0.001,"(8, 8)",0.1,0.587022417,0.006694931,0.166465691,0.030947373,0.942814887,0.011411614,0.956465756,0.013130002,3.302719498,1.389664827
tanh,0.01,"(16, 16)",0.1,0.574766082,0.037487003,0.15335355,0.076679799,0.944518797,0.015132655,0.96209707,0.0100672,3.443989277,1.148706182
tanh,0.0001,"(32, 32)",0.1,0.578933864,0.077353895,0.126172772,0.122824459,0.924725824,0.009060178,0.941489066,0.001470107,4.889395475,2.629529781
tanh,0.0001,"(16, 16)",0.1,0.572734642,0.116900186,0.124663736,0.194077566,0.923791327,0.012078208,0.941993511,0.000886119,2.282736969,1.068051583
tanh,0.1,"(8, 8)",0.1,0.561624666,0.099416448,0.117200803,0.194548159,0.923464842,0.013556216,0.943069163,0.003977284,2.152182007,0.748499917
tanh,0.01,"(8, 8)",0.1,0.549315502,0.072661218,0.087910089,0.128182888,0.925709745,0.015959848,0.947069875,0.010164613,3.326413107,0.705792303
tanh,0.1,"(32, 32)",0.1,0.53540413,0.04214901,0.070583024,0.082416533,0.925861497,0.014749119,0.94729909,0.009939562,3.163777924,0.779457267
tanh,0.001,"(32, 32)",0.1,0.532412281,0.03975247,0.052931044,0.064833233,0.920901641,0.008052494,0.942273837,0.000383694,4.538532305,0.99803364
tanh,0.001,"(64, 64)",0.1,0.532256335,0.039528265,0.052357448,0.064132031,0.920578763,0.007718602,0.941869797,0.001376436,9.636766386,1.52769079
tanh,0.001,"(16, 16)",0.1,0.520170565,0.039337721,0.040349206,0.076331642,0.922207326,0.015113673,0.947122322,0.010129655,2.846704721,0.691155937
tanh,0.01,"(32, 32)",0.1,0.515757293,0.031536056,0.027137459,0.054274919,0.917682152,0.006671497,0.942192468,0.000419888,3.132287407,1.104950891
tanh,0.1,"(64, 64)",0.1,0.500712066,0.001424132,0.003213682,0.006427364,0.914570478,0.000431376,0.941913755,0.000282291,4.834696007,1.074062058
tanh,0.0001,"(64, 64)",0.1,0.5,0,0,0,0.914376646,6.08E-05,0.942046565,4.12E-05,11.78482461,4.593844745
tanh,0.01,"(64, 64)",0.1,0.5,0,0,0,0.914376646,6.08E-05,0.942046565,4.12E-05,6.084821415,1.394694829
